,Method,Dimention,L2,SP,KL,QL
95,GLASSO,20,0.980729,0.619462,0.559107,5.683429
96,GLASSO,20,1.317781,0.672417,1.090624,18.821205
97,GLASSO,20,1.232163,0.676801,0.898335,7.882469
98,GLASSO,20,1.107128,0.507514,0.773879,6.07707
99,GLASSO,20,1.230167,0.6808,0.902577,12.726114
100,GLASSO,20,1.29938,0.616883,1.070216,10.242017
101,GLASSO,50,2.096968,0.963528,3.160216,61.712785
102,GLASSO,50,1.906189,0.94787,2.410307,48.094014
103,GLASSO,50,1.908181,0.934536,2.520552,34.128639
104,GLASSO,50,1.816944,0.905056,2.229135,32.682603
105,GLASSO,50,1.945184,0.898856,2.55454,42.121476
106,GLASSO,50,1.916043,0.9406,2.380457,48.028512
107,GLASSO,50,1.872117,0.83062,2.352707,43.27299
108,GLASSO,50,2.074458,0.945503,2.82145,56.047754
109,GLASSO,50,1.759119,0.871659,2.021766,31.271976
110,GLASSO,50,2.055107,0.848123,3.055431,42.367044
111,GLASSO,50,1.887976,0.942169,2.407586,34.99431
112,GLASSO,50,1.887296,0.926593,2.419598,28.895893
113,GLASSO,50,1.849499,0.98458,2.17519,38.939526
114,GLASSO,50,2.048625,0.962838,2.890804,66.765843
115,GLASSO,50,1.933455,0.915613,2.522685,41.710154
116,GLASSO,50,1.946134,0.894251,2.70863,30.758323
117,GLASSO,50,1.931925,0.858838,2.556539,41.288344
118,GLASSO,50,1.911892,0.92819,2.469602,37.13849
119,GLASSO,50,1.778953,0.893927,2.045356,35.067492
120,GLASSO,50,1.867906,0.897011,2.270987,33.721947
121,GLASSO,50,1.916905,0.89419,2.459428,46.458395
122,GLASSO,50,1.868367,0.916838,2.310905,35.775466
123,GLASSO,50,1.917595,0.911273,2.544402,37.081421
124,GLASSO,50,1.995634,0.905674,2.698863,45.529456
125,GLASSO,50,1.914647,0.919725,2.39654,47.980701
126,GLASSO,50,1.769213,0.900756,2.018862,38.970211
127,GLASSO,50,1.918221,0.906227,2.410338,60.771117
128,GLASSO,50,1.735511,0.833782,1.964691,30.052821
129,GLASSO,50,2.138918,0.971126,3.109754,90.512486
130,GLASSO,50,2.014372,0.926627,2.684033,50.928161
131,GLASSO,50,1.928982,0.903698,2.425025,31.015976
132,GLASSO,50,1.898646,0.913916,2.461625,27.790961
133,GLASSO,50,1.849701,0.815495,2.341537,28.460386
134,GLASSO,50,1.766218,0.915583,2.037469,31.520065
135,GLASSO,50,2.046235,0.992052,2.774074,60.331125
136,GLASSO,50,2.007732,0.88152,2.824395,41.583595
137,GLASSO,50,1.984153,0.91359,2.720461,39.43372
138,GLASSO,50,1.716027,0.895028,1.870578,16.467943
139,GLASSO,50,1.813708,0.97841,2.188374,28.644217
140,GLASSO,50,1.900329,0.950084,2.298844,50.339985
141,GLASSO,50,1.934498,0.924463,2.475421,50.0123
142,GLASSO,50,1.814229,0.870821,2.19286,36.111092
143,GLASSO,50,1.944474,0.88647,2.526361,31.50675
144,GLASSO,50,1.933207,0.991651,2.430313,36.096689
145,GLASSO,50,1.996212,0.939946,2.635459,38.387078
146,GLASSO,50,1.997613,1.016992,2.590475,38.289751
147,GLASSO,50,1.903102,0.932064,2.464034,37.517723
148,GLASSO,50,1.82455,0.922586,2.066137,21.226809
149,GLASSO,50,1.985881,1.011629,2.581978,60.437994
150,GLASSO,50,1.831824,0.903811,2.192067,37.426942
151,GLASSO,50,2.029905,0.936462,2.748889,53.446225
152,GLASSO,50,1.891542,0.882777,2.4463,30.085354
153,GLASSO,50,1.920052,0.947049,2.486721,38.173223
154,GLASSO,50,1.991276,0.957812,2.608279,53.09267
155,GLASSO,50,1.82102,0.888667,2.280505,34.746604
156,GLASSO,50,1.879984,0.911457,2.474152,12.109651
157,GLASSO,50,1.887063,0.957958,2.354747,45.881392
158,GLASSO,50,1.874641,0.9202,2.229545,25.245676
159,GLASSO,50,1.968773,0.930101,2.591578,40.94095
160,GLASSO,50,1.926806,0.902052,2.483201,63.249101
161,GLASSO,50,1.947741,0.901714,2.549086,47.068281
162,GLASSO,50,1.91917,1.001641,2.414725,53.766951
163,GLASSO,50,1.993135,0.881137,2.612123,34.836191
164,GLASSO,50,1.871922,0.94073,2.323844,36.257431
165,GLASSO,50,1.963193,0.955787,2.634985,56.556751
166,GLASSO,50,1.792411,0.911089,2.074977,25.727532
167,GLASSO,50,1.925784,0.918143,2.439053,30.085381
168,GLASSO,50,1.855039,0.906477,2.279206,36.137184
169,GLASSO,50,1.899743,0.979868,2.324133,28.120601
170,GLASSO,50,1.738849,0.890384,2.062276,11.650325
171,GLASSO,50,1.893784,0.917872,2.34917,36.538277
172,GLASSO,50,1.946213,0.94944,2.542927,36.83276
173,GLASSO,50,1.89434,1.00048,2.267876,42.868384
174,GLASSO,50,1.984605,0.906868,2.669123,40.68395
175,GLASSO,50,1.882947,0.877184,2.384337,34.264569
176,GLASSO,50,1.888454,0.930654,2.430583,28.439588
177,GLASSO,50,1.822655,0.957796,2.138342,15.913435
178,GLASSO,50,1.92216,0.92065,2.484221,41.831032
179,GLASSO,50,1.857381,0.96861,2.1943,38.330545
180,GLASSO,50,1.905948,0.973909,2.407038,42.003344
181,GLASSO,50,1.791339,0.85048,2.206985,25.972529
182,GLASSO,50,1.837551,0.934377,2.15056,43.292457
183,GLASSO,50,2.012749,1.015637,2.612071,38.4852
184,GLASSO,50,1.831627,0.964932,2.217611,28.27083
185,GLASSO,50,1.841746,0.907365,2.274975,39.383577
186,GLASSO,50,1.680351,0.875881,1.836229,20.241097
187,GLASSO,50,1.893419,0.920272,2.392518,40.945744
188,GLASSO,50,1.868338,0.966191,2.221426,30.046506
189,GLASSO,50,1.982416,0.903685,2.612115,40.777705
190,GLASSO,50,1.863836,0.956752,2.336462,27.955663
191,GLASSO,50,1.86919,0.93382,2.294793,50.765674
192,GLASSO,50,1.978272,0.950557,2.618805,51.298192
193,GLASSO,50,1.992466,0.913684,2.716066,40.426644
194,GLASSO,50,1.899262,0.855999,2.429517,60.504707
195,GLASSO,50,1.845454,0.991005,2.132451,27.911269
196,GLASSO,50,2.076665,0.91961,2.95114,63.072858
197,GLASSO,50,1.920942,0.887666,2.523506,40.421507
198,GLASSO,50,1.834409,0.856119,2.193325,36.004493
199,GLASSO,50,1.918295,0.899394,2.374947,45.09112
200,GLASSO,50,2.03523,0.874848,2.966661,41.263981
201,GLASSO,100,2.972729,1.091277,8.49989,135.86021
202,GLASSO,100,3.27362,0.733133,8.210766,863.992628
203,GLASSO,100,3.392107,0.835467,9.296481,883.924179
204,GLASSO,100,2.679217,1.022829,6.341157,71.19016
205,GLASSO,100,2.821691,1.053215,6.677787,134.604845
206,GLASSO,100,2.778682,1.049477,6.716081,102.506149
207,GLASSO,100,2.774148,1.042726,6.790039,79.725015
208,GLASSO,100,3.480752,0.839366,9.327723,990.331323
209,GLASSO,100,2.584653,0.94749,6.302616,72.209329
210,GLASSO,100,3.492373,0.838045,10.425094,892.474006
211,GLASSO,100,3.233333,0.772561,9.209165,735.021259
212,GLASSO,100,3.434068,0.82886,9.958791,871.193763
213,GLASSO,100,2.812792,1.094137,6.603057,105.329799
214,GLASSO,100,3.519457,0.810765,9.623962,984.380586
215,GLASSO,100,2.773134,1.082368,7.409711,116.998362
216,GLASSO,100,2.831991,1.080585,7.433104,98.794295
217,GLASSO,100,2.555327,0.937243,6.553928,67.095626
218,GLASSO,100,2.736919,1.013002,6.109469,67.884059
219,GLASSO,100,2.679011,1.00983,5.835618,87.384363
220,GLASSO,100,2.752765,1.00173,6.338502,100.307722
221,GLASSO,100,2.675022,0.917392,6.120126,112.813567
222,GLASSO,100,2.67139,0.964227,6.159552,112.525705
223,GLASSO,100,2.701592,1.072195,6.764231,93.203746
224,GLASSO,100,2.702113,0.972598,6.679793,85.937865
225,GLASSO,100,3.352615,0.773954,9.050375,870.090067
226,GLASSO,100,3.264925,0.715013,8.046507,892.712165
227,GLASSO,100,2.789861,1.008456,6.356963,147.268817
228,GLASSO,100,2.52701,0.934991,5.603616,90.480522
229,GLASSO,100,3.444484,0.788024,9.219435,955.956145
230,GLASSO,100,2.75613,0.964835,6.438486,114.274931
231,GLASSO,100,2.705366,1.022845,6.872687,101.286058
232,GLASSO,100,2.707877,0.997958,7.127611,61.553741
233,GLASSO,100,2.587766,0.968886,6.297616,69.552318
234,GLASSO,100,2.523841,0.938464,5.890988,67.974318
235,GLASSO,100,3.469075,0.83123,9.329135,953.203595
236,GLASSO,100,2.892509,1.103078,7.41073,83.25347
237,GLASSO,100,3.461089,0.827056,9.424326,938.608345
238,GLASSO,100,2.60414,1.017653,6.015885,59.10262
239,GLASSO,100,3.388674,0.759871,8.989246,912.195522
240,GLASSO,100,2.894028,1.13274,6.772563,152.53244
241,GLASSO,100,2.728205,1.018791,6.218389,109.612564
242,GLASSO,100,2.816177,1.054743,6.38748,110.355559
243,GLASSO,100,2.644564,0.974146,6.329848,64.092908
244,GLASSO,100,2.848968,1.004253,6.553931,95.866477
245,GLASSO,100,2.73445,0.971265,5.985966,103.655359
246,GLASSO,100,3.327562,0.75944,8.474848,902.915799
247,GLASSO,100,2.750975,1.041614,7.518209,108.439251
248,GLASSO,100,2.652014,1.059587,5.641583,103.002942
249,GLASSO,100,3.468398,0.786545,8.984201,1006.051292
250,GLASSO,100,2.668399,0.964302,6.34342,83.078845
251,GLASSO,100,2.77812,1.028338,6.488637,110.212428
252,GLASSO,100,2.735728,0.983111,7.100518,74.620658
253,GLASSO,100,2.8062,1.003392,7.311016,93.855398
254,GLASSO,100,2.840371,1.079371,6.370082,137.065751
255,GLASSO,100,3.457543,0.802278,9.705247,926.017795
256,GLASSO,100,2.745276,1.036121,7.511836,53.553609
257,GLASSO,100,3.286297,0.743462,8.112766,899.080526
258,GLASSO,100,2.666099,1.006188,6.601817,77.766055
259,GLASSO,100,3.324004,0.774887,8.800857,865.691016
260,GLASSO,100,2.894191,1.096436,6.76013,179.267858
261,GLASSO,100,2.76046,1.032242,7.063395,97.372851
262,GLASSO,100,2.766031,1.053143,6.291382,122.504027
263,GLASSO,100,2.650849,1.014356,6.148176,79.165039
264,GLASSO,100,2.834104,1.055576,6.223602,113.90347
265,GLASSO,100,2.838046,1.077208,6.327092,148.659167
266,GLASSO,100,2.5796,0.925678,5.82747,62.225297
267,GLASSO,100,2.610154,1.024668,6.11581,79.077673
268,GLASSO,100,3.233744,0.75245,8.653824,780.792004
269,GLASSO,100,2.725667,1.03191,6.042397,92.070592
270,GLASSO,100,2.477923,0.976031,6.051963,42.231971
271,GLASSO,100,2.771418,1.058412,6.628457,107.234165
272,GLASSO,100,2.794829,1.076812,7.008253,96.663941
273,GLASSO,100,2.793297,1.057398,6.435664,95.736198
274,GLASSO,100,2.910348,1.123588,7.678588,92.5118
275,GLASSO,100,2.714822,1.003537,6.843468,84.387387
276,GLASSO,100,2.702986,0.993631,7.693422,55.318456
277,GLASSO,100,2.594883,1.013379,5.81147,60.461695
278,GLASSO,100,2.653042,0.961217,6.208626,98.343425
279,GLASSO,100,2.699169,1.028133,6.272099,88.926091
280,GLASSO,100,2.788363,1.097566,6.632683,96.704244
281,GLASSO,100,2.647898,1.015072,6.214816,47.58827
282,GLASSO,100,2.644701,0.948457,5.582761,110.395051
283,GLASSO,100,2.743504,1.028109,5.805739,121.157351
284,GLASSO,100,2.777933,1.042625,7.35639,77.877448
285,GLASSO,100,2.639444,0.980961,5.722507,72.644064
286,GLASSO,100,2.675948,0.976277,6.502334,65.23744
287,GLASSO,100,2.735442,0.968619,6.294577,125.244266
288,GLASSO,100,2.682462,0.951917,5.981346,63.765031
289,GLASSO,100,3.305194,0.733628,8.282212,893.742448
290,GLASSO,100,2.764344,1.00445,6.630858,82.281557
291,GLASSO,100,2.868508,1.073982,6.4885,145.63591
292,GLASSO,100,2.787151,1.034072,7.213193,107.208957
293,GLASSO,100,2.783061,1.008729,7.074175,99.554147
294,GLASSO,100,2.736311,1.004944,6.453805,75.318379
295,GLASSO,100,2.781766,0.957238,5.982351,85.572973
296,GLASSO,100,2.827281,1.060578,6.684911,130.33533
297,GLASSO,100,2.628194,0.981538,6.037883,84.764873
298,GLASSO,100,2.726752,0.992982,6.339099,98.575254
299,GLASSO,100,2.757864,1.012327,6.500318,118.745776
300,GLASSO,100,3.345638,0.836938,9.832755,776.580309
301,GLASSO-I,20,0.624753,0.431368,0.262309,0.104533
302,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
303,GLASSO-I,20,0.61911,0.436817,0.259707,0.25463
304,GLASSO-I,20,0.609134,0.430723,0.252732,0.214177
305,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
306,GLASSO-I,20,0.606873,0.429616,0.249057,0.208775
307,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
308,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
309,GLASSO-I,20,0.602255,0.42473,0.245364,0.202986
310,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
311,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
312,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
313,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
314,GLASSO-I,20,0.642476,0.439358,0.275909,0.097142
315,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
316,GLASSO-I,20,0.838707,0.487912,0.417597,0.571395
317,GLASSO-I,20,0.653415,0.463457,0.271051,0.063218
318,GLASSO-I,20,0.722641,0.651729,0.264337,0.024087
319,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
320,GLASSO-I,20,0.611926,0.429001,0.249461,0.103008
321,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
322,GLASSO-I,20,0.666987,0.45089,0.286941,0.215936
323,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
324,GLASSO-I,20,0.668883,0.448505,0.29633,0.185872
325,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
326,GLASSO-I,20,0.609681,0.469998,0.230577,0.10972
327,GLASSO-I,20,0.616486,0.439594,0.256712,0.211627
328,GLASSO-I,20,0.591204,0.418433,0.236413,0.166415
329,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
330,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
331,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
332,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
333,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
334,GLASSO-I,20,0.914181,0.473304,0.494076,0.183291
335,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
336,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
337,GLASSO-I,20,0.631258,0.44089,0.258108,0.076339
338,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
339,GLASSO-I,20,0.629425,0.432208,0.259685,0.068739
340,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
341,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
342,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
343,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
344,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
345,GLASSO-I,20,0.660248,0.440257,0.284286,0.035047
346,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
347,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
348,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
349,GLASSO-I,20,0.678075,0.554616,0.260455,0.006047
350,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
351,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
352,GLASSO-I,20,0.693311,0.448896,0.321171,0.026565
353,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
354,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
355,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
356,GLASSO-I,20,0.629836,0.442283,0.264809,0.070596
357,GLASSO-I,20,0.616239,0.447482,0.233309,0.065014
358,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
359,GLASSO-I,20,0.648589,0.424428,0.280456,0.037937
360,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
361,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
362,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
363,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
364,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
365,GLASSO-I,20,0.993716,0.536615,0.58107,0.260875
366,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
367,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
368,GLASSO-I,20,0.629015,0.437497,0.258614,0.148923
369,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
370,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
371,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
372,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
373,GLASSO-I,20,0.61248,0.43319,0.253771,0.213661
374,GLASSO-I,20,0.996894,0.505295,0.573104,0.602139
375,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
376,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
377,GLASSO-I,20,0.601412,0.425262,0.24595,0.203974
378,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
379,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
380,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
381,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
382,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
383,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
384,GLASSO-I,20,0.619117,0.437321,0.2595,0.212783
385,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
386,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
387,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
388,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
389,GLASSO-I,20,0.7377,0.659218,0.2773,0.025346
390,GLASSO-I,20,0.601819,0.425911,0.244125,0.219896
391,GLASSO-I,20,0.672895,0.59458,0.237899,0.014519
392,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
393,GLASSO-I,20,0.620308,0.471835,0.244701,0.147274
394,GLASSO-I,20,0.650261,0.550031,0.235438,0.046504
395,GLASSO-I,20,0.586327,0.437637,0.221157,0.130736
396,GLASSO-I,20,0.63295,0.441388,0.268062,0.104812
397,GLASSO-I,20,0.611323,0.431939,0.247934,0.14311
398,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
399,GLASSO-I,20,0.616441,0.43589,0.258415,0.220088
400,GLASSO-I,20,0.674952,0.448787,0.297886,0.055508
401,GLASSO-I,50,0.989949,0.7,1.248224,3.692426
402,GLASSO-I,50,1.022768,0.886483,0.817293,0.454197
403,GLASSO-I,50,0.98995,0.700694,1.246893,3.681982
404,GLASSO-I,50,1.028117,0.698258,1.262805,3.389098
405,GLASSO-I,50,1.022961,0.865755,0.873106,0.499843
406,GLASSO-I,50,1.050227,0.900794,0.981042,1.454787
407,GLASSO-I,50,1.00447,0.764208,0.980445,1.37706
408,GLASSO-I,50,1.015873,0.817937,1.067903,2.032354
409,GLASSO-I,50,0.993423,0.802585,0.965739,1.591627
410,GLASSO-I,50,0.989174,0.699451,1.246704,3.686528
411,GLASSO-I,50,0.989949,0.7,1.248224,3.692426
412,GLASSO-I,50,0.989949,0.7,1.248224,3.692426
413,GLASSO-I,50,1.049169,0.89499,0.993797,1.538097
414,GLASSO-I,50,1.01901,0.809847,1.085324,2.306501
415,GLASSO-I,50,0.992108,0.733465,1.187623,3.216022
416,GLASSO-I,50,1.05033,0.694823,1.208708,1.786929
417,GLASSO-I,50,0.992359,0.812516,0.86789,0.910096
418,GLASSO-I,50,1.089059,0.895442,0.90343,0.195858
419,GLASSO-I,50,0.990443,0.715809,1.218681,3.460561
420,GLASSO-I,50,1.044407,0.899493,0.959399,1.36375
421,GLASSO-I,50,0.971786,0.773506,0.951827,1.612392
422,GLASSO-I,50,0.989949,0.7,1.248224,3.692426
423,GLASSO-I,50,1.025183,0.736711,1.171497,1.711481
424,GLASSO-I,50,0.989949,0.7,1.248224,3.692426
425,GLASSO-I,50,1.00579,0.82522,0.954686,1.552143
426,GLASSO-I,50,1.022277,0.895734,0.833374,0.572755
427,GLASSO-I,50,1.031831,0.898727,0.897719,0.940112
428,GLASSO-I,50,0.981351,0.776489,0.930338,0.950038
429,GLASSO-I,50,1.02555,0.846631,1.034788,1.949766
430,GLASSO-I,50,1.079134,0.927647,0.976261,0.852049
431,GLASSO-I,50,1.018548,0.830017,1.052288,2.107239
432,GLASSO-I,50,1.016138,0.729584,1.180085,2.676553
433,GLASSO-I,50,0.989949,0.7,1.248224,3.692426
434,GLASSO-I,50,1.044653,0.861249,0.969233,1.323565
435,GLASSO-I,50,1.022057,0.838525,1.043112,2.02551
436,GLASSO-I,50,1.000852,0.777529,1.118726,2.665675
437,GLASSO-I,50,1.051704,0.85354,0.922331,0.361063
438,GLASSO-I,50,0.986265,0.82389,0.914181,1.476528
439,GLASSO-I,50,1.036483,0.901664,0.890152,0.841162
440,GLASSO-I,50,1.079264,0.948263,0.96408,1.145205
441,GLASSO-I,50,1.047349,0.831818,1.017806,1.382958
442,GLASSO-I,50,1.044053,0.867135,0.85961,0.308014
443,GLASSO-I,50,0.989949,0.7,1.248224,3.692426
444,GLASSO-I,50,1.108426,0.985551,0.952659,0.868049
445,GLASSO-I,50,1.072124,0.870344,0.935639,0.204131
446,GLASSO-I,50,1.133044,1.029392,0.964808,0.682041
447,GLASSO-I,50,1.035059,0.769258,1.086537,1.98639
448,GLASSO-I,50,1.059998,0.918535,0.868566,0.827588
449,GLASSO-I,50,1.13249,0.954993,0.924626,0.081484
450,GLASSO-I,50,0.996095,0.804913,0.956721,1.156095
451,GLASSO-I,50,1.077705,0.825248,1.035345,1.529878
452,GLASSO-I,50,0.989949,0.7,1.248224,3.692426
453,GLASSO-I,50,0.989949,0.7,1.248224,3.692426
454,GLASSO-I,50,1.081451,0.875709,0.965569,0.508177
455,GLASSO-I,50,1.007006,0.813018,1.05199,2.18243
