,Method,Dimention,L2,SP,KL,QL
227,GLASSO,100,4.857547,0.840413,10.394679,861.758259
228,GLASSO,100,3.848153,0.801246,7.114653,90.049952
229,GLASSO,100,3.860376,0.785952,7.557298,214.578929
230,GLASSO,100,3.831208,0.814832,7.132203,178.737587
231,GLASSO,100,3.91397,0.810346,7.609223,123.731133
232,GLASSO,100,3.771262,0.786452,6.734062,120.288062
233,GLASSO,100,3.780286,0.80044,6.950228,96.391473
234,GLASSO,100,3.728056,0.75888,6.704086,90.654748
235,GLASSO,100,4.88199,0.862392,10.627379,875.238475
236,GLASSO,100,3.977928,0.877189,7.9591,115.173424
237,GLASSO,100,3.987374,0.819063,7.902642,168.608801
238,GLASSO,100,3.824703,0.779518,6.90789,69.612663
239,GLASSO,100,3.991305,0.819176,7.637607,137.54436
240,GLASSO,100,4.057281,0.859541,8.147743,157.867937
241,GLASSO,100,3.895273,0.8526,7.39026,131.368526
242,GLASSO,100,3.946783,0.851517,7.604484,133.550487
243,GLASSO,100,3.788727,0.783836,7.129374,85.974873
244,GLASSO,100,3.881478,0.823516,7.359888,131.72858
245,GLASSO,100,3.811235,0.786911,7.054451,138.045019
246,GLASSO,100,3.915771,0.81658,7.477184,138.362089
247,GLASSO,100,3.960037,0.872631,7.675622,156.83539
248,GLASSO,100,3.831753,0.811104,6.946167,103.099761
249,GLASSO,100,3.968462,0.820659,7.795198,198.02221
250,GLASSO,100,3.869024,0.813811,7.191852,118.959066
251,GLASSO,100,3.889064,0.812655,7.721953,116.465832
252,GLASSO,100,3.824448,0.813364,7.256783,111.824795
253,GLASSO,100,3.871841,0.816515,7.277436,155.469223
254,GLASSO,100,3.941484,0.819569,7.56909,163.969887
255,GLASSO,100,4.060551,0.858914,8.119158,144.928331
256,GLASSO,100,3.87856,0.793286,7.138618,99.213842
257,GLASSO,100,3.89116,0.810526,7.41326,135.061233
258,GLASSO,100,3.869698,0.803861,7.240825,96.200543
259,GLASSO,100,3.906113,0.847433,7.380371,137.511882
260,GLASSO,100,4.024122,0.86399,7.97847,199.793288
261,GLASSO,100,3.917695,0.800317,7.608264,138.978095
262,GLASSO,100,3.885251,0.799176,7.244149,161.800616
263,GLASSO,100,3.785003,0.770978,6.814982,128.999068
264,GLASSO,100,3.904611,0.85446,7.506872,128.808322
265,GLASSO,100,3.914298,0.824719,7.521284,185.685765
266,GLASSO,100,3.804422,0.762464,6.881591,82.027824
267,GLASSO,100,3.814038,0.801188,7.204614,89.360504
268,GLASSO,100,3.856659,0.792056,7.130987,104.16669
269,GLASSO,100,3.818376,0.825947,6.967654,116.248677
270,GLASSO,100,3.723863,0.755176,6.644552,44.857088
271,GLASSO,100,3.92497,0.813795,7.60318,124.491914
272,GLASSO,100,3.869763,0.791724,7.299231,154.483202
273,GLASSO,100,3.879955,0.805121,7.491983,113.071205
274,GLASSO,100,3.952904,0.807496,7.689936,158.714443
275,GLASSO,100,3.806981,0.821392,6.984869,134.459557
276,GLASSO,100,3.820593,0.82117,7.048997,109.628298
277,GLASSO,100,3.726666,0.782495,6.610771,83.895216
278,GLASSO,100,3.790046,0.779491,6.992685,127.864016
279,GLASSO,100,3.819914,0.793709,7.110734,118.053468
280,GLASSO,100,3.923318,0.829663,7.539195,125.557298
281,GLASSO,100,3.718683,0.774756,6.711027,74.006069
282,GLASSO,100,4.710112,0.810194,9.481161,761.99804
283,GLASSO,100,3.877252,0.828124,7.358933,120.763225
284,GLASSO,100,3.922516,0.866706,7.455265,122.856483
285,GLASSO,100,3.750597,0.77788,6.739509,101.879755
286,GLASSO,100,3.787163,0.787627,6.973838,76.04304
287,GLASSO,100,3.893902,0.833168,7.414524,132.464111
288,GLASSO,100,3.803787,0.803571,6.988843,86.305666
289,GLASSO,100,3.820027,0.833197,6.992885,157.401912
290,GLASSO,100,3.885311,0.826905,7.373522,107.463303
291,GLASSO,100,3.925096,0.815266,7.535667,181.400484
292,GLASSO,100,3.91031,0.80571,7.467578,169.926798
293,GLASSO,100,3.886214,0.829404,7.434861,144.013959
294,GLASSO,100,3.753394,0.780573,6.988521,125.596525
295,GLASSO,100,3.895811,0.788841,7.414014,96.939696
296,GLASSO,100,3.956743,0.824123,7.789657,183.887902
297,GLASSO,100,3.817426,0.777185,7.080592,112.030066
298,GLASSO,100,3.894668,0.783821,7.371255,119.325929
299,GLASSO,100,3.932357,0.833954,7.626279,135.36185
300,GLASSO,100,3.850605,0.784925,7.211413,156.920981
301,GLASSO-I,20,1.333274,0.468365,0.776843,0
302,GLASSO-I,20,1.238431,0.513474,0.69691,0.276016
303,GLASSO-I,20,1.303889,0.463309,0.740559,0.003167
304,GLASSO-I,20,1.333274,0.468365,0.776843,0
305,GLASSO-I,20,1.33232,0.542447,0.824085,0.018898
306,GLASSO-I,20,1.333274,0.468365,0.776843,0
307,GLASSO-I,20,1.334271,0.683226,0.802229,0.083033
308,GLASSO-I,20,1.267655,0.46553,0.695386,0.011991
309,GLASSO-I,20,1.267655,0.466117,0.698576,0.021589
310,GLASSO-I,20,1.204867,0.487696,0.664869,0.056346
311,GLASSO-I,20,1.333274,0.468365,0.776843,0
312,GLASSO-I,20,1.333274,0.468365,0.776843,0
313,GLASSO-I,20,1.333274,0.468365,0.776843,0
314,GLASSO-I,20,1.301889,0.581072,0.782693,0.176413
315,GLASSO-I,20,1.252554,0.510152,0.702359,0.298378
316,GLASSO-I,20,1.333274,0.468365,0.776843,0
317,GLASSO-I,20,1.229179,0.458057,0.642792,0.115742
318,GLASSO-I,20,1.322525,0.503872,0.754998,0.038752
319,GLASSO-I,20,1.230941,0.576715,0.676329,0.153678
320,GLASSO-I,20,1.308575,0.465217,0.744492,0.00476
321,GLASSO-I,20,1.329709,0.473853,0.763953,0.044341
322,GLASSO-I,20,1.333274,0.468365,0.776843,0
323,GLASSO-I,20,1.333274,0.468365,0.776843,0
324,GLASSO-I,20,1.363969,0.519657,0.799747,0.066409
325,GLASSO-I,20,1.333274,0.468365,0.776843,0
326,GLASSO-I,20,1.35817,0.556212,0.793256,0.095266
327,GLASSO-I,20,1.29058,0.465218,0.719567,0.070182
328,GLASSO-I,20,1.339974,0.487433,0.785874,1.00E-06
329,GLASSO-I,20,1.354861,0.542488,0.85492,1.862044
330,GLASSO-I,20,1.266748,0.468872,0.692742,0.02347
331,GLASSO-I,20,1.293415,0.465102,0.727311,0.014817
332,GLASSO-I,20,1.340721,0.561222,0.871139,0.194452
333,GLASSO-I,20,1.298363,0.462994,0.737288,0.001485
334,GLASSO-I,20,1.215157,0.477765,0.674396,0.177977
335,GLASSO-I,20,1.333274,0.468365,0.776843,0
336,GLASSO-I,20,1.333274,0.468365,0.776843,0
337,GLASSO-I,20,1.383903,0.591196,0.887323,0.48432
338,GLASSO-I,20,1.333274,0.468365,0.776843,0
339,GLASSO-I,20,1.366389,0.542246,0.807062,0.049055
340,GLASSO-I,20,1.333274,0.468365,0.776843,0
341,GLASSO-I,20,1.336933,0.468288,0.781502,0
342,GLASSO-I,20,1.333274,0.468365,0.776843,0
343,GLASSO-I,20,1.333274,0.468365,0.776843,0
344,GLASSO-I,20,1.202372,0.516757,0.669707,0.039527
345,GLASSO-I,20,1.333274,0.468365,0.776843,0
346,GLASSO-I,20,1.326432,0.490293,0.763344,0.000377
347,GLASSO-I,20,1.333274,0.468365,0.776843,0
348,GLASSO-I,20,1.277817,0.463254,0.709448,0.011251
349,GLASSO-I,20,1.333274,0.468365,0.776843,0
350,GLASSO-I,20,1.333274,0.468365,0.776843,0
351,GLASSO-I,20,1.333274,0.468365,0.776843,0
352,GLASSO-I,20,1.333274,0.468365,0.776843,0
353,GLASSO-I,20,1.333274,0.468365,0.776843,0
354,GLASSO-I,20,1.333274,0.468365,0.776843,0
355,GLASSO-I,20,1.309601,0.464982,0.746908,0.001118
356,GLASSO-I,20,1.376099,0.542878,0.881589,0.168357
357,GLASSO-I,20,1.224166,0.511016,0.732111,0.462431
358,GLASSO-I,20,1.333274,0.468365,0.776843,0
359,GLASSO-I,20,1.333274,0.468365,0.776843,0
360,GLASSO-I,20,1.309346,0.465531,0.746622,0.001191
361,GLASSO-I,20,1.333274,0.468365,0.776843,0
362,GLASSO-I,20,1.333274,0.468365,0.776843,0
363,GLASSO-I,20,1.328956,0.525878,0.772001,0.168242
364,GLASSO-I,20,1.308869,0.465694,0.746337,0.002578
365,GLASSO-I,20,1.358759,0.59889,0.860146,1.340635
366,GLASSO-I,20,1.318279,0.462658,0.757854,0.000485
367,GLASSO-I,20,1.333274,0.468365,0.776843,0
368,GLASSO-I,20,1.286903,0.534567,0.781203,0.033834
369,GLASSO-I,20,1.333274,0.468365,0.776843,0
370,GLASSO-I,20,1.333274,0.468365,0.776843,0
371,GLASSO-I,20,1.305353,0.461156,0.74177,0.002264
372,GLASSO-I,20,1.316667,0.474189,0.755986,0.000793
373,GLASSO-I,20,1.136225,0.507827,0.574711,0.255577
374,GLASSO-I,20,1.333274,0.468365,0.776843,0
375,GLASSO-I,20,1.333274,0.468365,0.776843,0
376,GLASSO-I,20,1.333274,0.468365,0.776843,0
377,GLASSO-I,20,1.237925,0.479733,0.698036,0.010191
378,GLASSO-I,20,1.343379,0.551586,0.839925,0.184927
379,GLASSO-I,20,1.333274,0.468365,0.776843,0
380,GLASSO-I,20,1.333274,0.468365,0.776843,0
381,GLASSO-I,20,1.333274,0.468365,0.776843,0
382,GLASSO-I,20,1.32338,0.468757,0.764407,0.000302
383,GLASSO-I,20,1.333274,0.468365,0.776843,0
384,GLASSO-I,20,1.333274,0.468365,0.776843,0
385,GLASSO-I,20,1.324055,0.47576,0.761208,0.00485
386,GLASSO-I,20,1.333293,0.468469,0.776893,0
387,GLASSO-I,20,1.333274,0.468365,0.776843,0
388,GLASSO-I,20,1.333274,0.468365,0.776843,0
389,GLASSO-I,20,1.313044,0.478718,0.748769,0.018926
390,GLASSO-I,20,1.276402,0.498017,0.761193,0.047926
391,GLASSO-I,20,1.232909,0.499568,0.666901,0.02794
392,GLASSO-I,20,1.333274,0.468365,0.776843,0
393,GLASSO-I,20,1.333274,0.468365,0.776843,0
394,GLASSO-I,20,1.299917,0.559425,0.762631,0.025664
395,GLASSO-I,20,1.300306,0.495405,0.81614,0.07301
396,GLASSO-I,20,1.333274,0.468365,0.776843,0
397,GLASSO-I,20,1.333274,0.468365,0.776843,0
398,GLASSO-I,20,1.396608,0.559665,0.956271,0.007181
399,GLASSO-I,20,1.333274,0.468365,0.776843,0
400,GLASSO-I,20,1.333274,0.468365,0.776843,0
401,GLASSO-I,50,2.142426,0.470242,2.00367,0
402,GLASSO-I,50,2.10913,0.538341,1.926949,0.23331
403,GLASSO-I,50,2.142426,0.470242,2.00367,0
404,GLASSO-I,50,2.142426,0.470242,2.00367,0
405,GLASSO-I,50,2.122165,0.475557,1.967236,0.025566
406,GLASSO-I,50,2.184696,0.564553,2.062631,0.265092
407,GLASSO-I,50,2.142426,0.470242,2.00367,0
408,GLASSO-I,50,2.146036,0.487452,2.001441,0.057317
409,GLASSO-I,50,2.142426,0.470242,2.00367,0
410,GLASSO-I,50,2.142426,0.470242,2.00367,0
411,GLASSO-I,50,2.125938,0.509397,1.971651,0.005109
412,GLASSO-I,50,2.097934,0.483957,1.922509,0.009455
413,GLASSO-I,50,2.126375,0.505734,1.960923,0.053114
414,GLASSO-I,50,2.128292,0.471023,1.973777,0.003188
415,GLASSO-I,50,2.104773,0.474163,1.936976,0.032982
416,GLASSO-I,50,2.142426,0.470242,2.00367,0
417,GLASSO-I,50,2.096918,0.518141,1.926674,0.077499
418,GLASSO-I,50,2.095834,0.492135,1.907115,0.127277
419,GLASSO-I,50,2.142426,0.470242,2.00367,0
420,GLASSO-I,50,2.142426,0.470242,2.00367,0
421,GLASSO-I,50,2.091866,0.514551,1.883252,0.173978
422,GLASSO-I,50,2.142426,0.470242,2.00367,0
423,GLASSO-I,50,2.142426,0.470242,2.00367,0
424,GLASSO-I,50,2.142426,0.470242,2.00367,0
425,GLASSO-I,50,2.142426,0.470242,2.00367,0
426,GLASSO-I,50,2.117288,0.481844,1.948183,0.115004
427,GLASSO-I,50,2.142426,0.470242,2.00367,0
428,GLASSO-I,50,2.124724,0.483081,1.963976,0.002336
429,GLASSO-I,50,2.142426,0.470242,2.00367,0
430,GLASSO-I,50,2.060054,0.518537,1.833019,0.232792
431,GLASSO-I,50,2.102458,0.485294,1.918191,0.063925
432,GLASSO-I,50,2.14272,0.486927,2.002669,0.00369
433,GLASSO-I,50,2.147186,0.510513,2.017444,0.002009
434,GLASSO-I,50,2.117809,0.479751,1.955742,0.009391
435,GLASSO-I,50,2.142426,0.470242,2.00367,0
436,GLASSO-I,50,2.158482,0.529447,2.026525,0.062165
437,GLASSO-I,50,2.098754,0.486369,1.920633,0.031239
438,GLASSO-I,50,2.136043,0.499314,1.996436,0.000225
439,GLASSO-I,50,2.142307,0.528168,1.988727,0.134385
440,GLASSO-I,50,2.142426,0.470242,2.00367,0
441,GLASSO-I,50,2.160993,0.548539,2.04317,0.00478
442,GLASSO-I,50,2.133922,0.524643,1.971402,0.12546
443,GLASSO-I,50,2.103552,0.493805,1.922261,0.044048
444,GLASSO-I,50,2.142426,0.470242,2.00367,0
445,GLASSO-I,50,2.142426,0.470242,2.00367,0
446,GLASSO-I,50,2.165742,0.553398,2.039465,0.059658
447,GLASSO-I,50,2.086336,0.476566,1.892223,0.038238
448,GLASSO-I,50,2.111946,0.470102,1.945636,0.008484
449,GLASSO-I,50,2.142426,0.470242,2.00367,0
450,GLASSO-I,50,2.111646,0.473854,1.94268,0.030293
451,GLASSO-I,50,2.142426,0.470242,2.00367,0
452,GLASSO-I,50,2.05879,0.469144,1.846293,0.007698
453,GLASSO-I,50,2.142426,0.470242,2.00367,0
454,GLASSO-I,50,2.127095,0.497574,1.964249,0.083409
455,GLASSO-I,50,2.142426,0.470242,2.00367,0
456,GLASSO-I,50,2.143883,0.470328,2.004176,0.000991
457,GLASSO-I,50,2.061681,0.497478,1.840222,0.079884
458,GLASSO-I,50,2.134171,0.504469,1.988141,0.002116
459,GLASSO-I,50,2.142426,0.470242,2.00367,0
460,GLASSO-I,50,2.142426,0.470242,2.00367,0
461,GLASSO-I,50,2.144005,0.472704,2.004251,0.001137
