,Method,Dimention,L2,SP,KL,QL
109,GLASSO,50,3.773517,0.975618,6.161089,139.436637
110,GLASSO,50,3.931196,1.020015,7.58614,132.68051
111,GLASSO,50,3.834166,1.009436,7.663012,108.368109
112,GLASSO,50,3.819068,0.973043,7.04493,123.353485
113,GLASSO,50,3.896755,1.036155,6.148084,161.358289
114,GLASSO,50,4.141066,1.045822,6.767699,197.87525
115,GLASSO,50,3.921346,1.049574,7.208265,132.380707
116,GLASSO,50,3.875946,1.008043,6.88223,137.431855
117,GLASSO,50,3.901734,1.038107,6.861933,145.520382
118,GLASSO,50,3.888187,1.008975,5.730506,182.530489
119,GLASSO,50,3.797362,1.028859,5.590107,161.754209
120,GLASSO,50,3.848621,0.982022,5.845503,164.070484
121,GLASSO,50,3.876877,1.06621,5.886508,182.440875
122,GLASSO,50,3.892095,0.998984,5.575351,176.099272
123,GLASSO,50,3.93458,0.996576,6.821075,147.226607
124,GLASSO,50,3.969331,1.070017,6.582137,164.654678
125,GLASSO,50,3.936998,1.020251,6.167335,177.184078
126,GLASSO,50,3.817216,1.017997,5.640499,172.262122
127,GLASSO,50,3.995671,1.024974,5.709186,216.322273
128,GLASSO,50,3.77352,1.003711,5.908697,139.582661
129,GLASSO,50,4.21073,1.013667,6.926291,220.12368
130,GLASSO,50,4.002162,1.037706,5.935788,197.932562
131,GLASSO,50,3.850111,1.032517,6.528085,138.682219
132,GLASSO,50,3.832361,1.000941,7.800521,101.67297
133,GLASSO,50,3.795349,0.987664,7.330725,105.680764
134,GLASSO,50,3.793537,0.958352,5.849383,152.189253
135,GLASSO,50,4.083815,0.999735,6.536879,196.372465
136,GLASSO,50,3.924356,1.076698,7.02534,139.937539
137,GLASSO,50,3.940188,1.012467,6.442203,166.62449
138,GLASSO,50,3.651205,1.027732,5.713704,125.164022
139,GLASSO,50,3.825994,0.987877,6.210499,146.713607
140,GLASSO,50,3.94006,0.989472,5.796147,194.390157
141,GLASSO,50,3.957739,1.035889,6.30346,176.252144
142,GLASSO,50,3.830754,1.002494,5.545808,178.685581
143,GLASSO,50,3.85731,0.988081,6.044196,160.462481
144,GLASSO,50,3.878294,1.047798,5.679128,180.482794
145,GLASSO,50,3.968607,1.027668,5.727837,192.246438
146,GLASSO,50,3.933874,1.032284,6.01675,177.680705
147,GLASSO,50,3.935022,0.990681,7.171353,136.62067
148,GLASSO,50,3.718033,1.002383,5.312287,152.733741
149,GLASSO,50,4.023566,1.052555,5.738236,223.854999
150,GLASSO,50,3.837616,1.016926,6.366376,145.804918
151,GLASSO,50,4.008557,1.028407,6.277753,187.607827
152,GLASSO,50,3.81709,0.995934,6.888888,126.166827
153,GLASSO,50,3.886387,0.956995,6.989142,140.532557
154,GLASSO,50,4.026345,1.022974,5.916129,210.08967
155,GLASSO,50,3.844729,1.021392,6.322813,142.001927
156,GLASSO,50,3.714649,0.98428,7.288746,90.793678
157,GLASSO,50,3.896738,1.030111,5.465896,200.267038
158,GLASSO,50,3.785679,1.017475,6.40817,130.019315
159,GLASSO,50,3.938257,1.021629,6.659412,153.034237
160,GLASSO,50,4.030983,1.006537,6.25184,195.466613
161,GLASSO,50,3.94643,1.025372,6.432903,164.093832
162,GLASSO,50,3.994946,1.001132,5.917481,197.072789
163,GLASSO,50,3.904065,1.034262,6.065767,167.309568
164,GLASSO,50,3.878243,1.036255,5.661875,176.924439
165,GLASSO,50,4.011173,0.997888,5.924715,213.616804
166,GLASSO,50,3.74162,0.944229,5.890446,145.982041
167,GLASSO,50,3.827726,0.982256,6.497407,140.235282
168,GLASSO,50,3.850586,0.979855,7.176292,120.615836
169,GLASSO,50,3.86387,1.030441,5.719782,164.970103
170,GLASSO,50,3.615709,0.976863,7.308154,79.850329
171,GLASSO,50,3.863581,1.001983,6.532779,140.263141
172,GLASSO,50,3.92062,0.980007,6.204316,167.953548
173,GLASSO,50,3.922543,1.020671,5.984237,175.081298
174,GLASSO,50,3.910232,1.01433,7.025625,143.449499
175,GLASSO,50,3.832347,1.024682,7.253844,116.882903
176,GLASSO,50,3.813322,0.973783,8.259264,86.897877
177,GLASSO,50,3.726666,1.000134,5.25635,147.183371
178,GLASSO,50,3.909719,0.994087,6.405722,159.605978
179,GLASSO,50,3.863105,0.994408,5.600823,178.716415
180,GLASSO,50,3.926009,1.02141,6.181446,169.072078
181,GLASSO,50,3.735411,0.995804,6.152287,133.13123
182,GLASSO,50,3.902496,1.002225,5.696856,181.687498
183,GLASSO,50,3.962191,1.008581,5.709482,194.025124
184,GLASSO,50,3.810883,1.002723,6.708911,127.400839
185,GLASSO,50,3.892047,0.987907,5.608758,184.679922
186,GLASSO,50,3.685339,0.960961,6.4666,109.945965
187,GLASSO,50,3.902013,1.010796,5.914585,174.384826
188,GLASSO,50,3.843919,0.978442,5.84417,157.658378
189,GLASSO,50,3.925756,1.005299,5.956534,186.260455
190,GLASSO,50,3.831747,0.977411,5.792629,164.908309
191,GLASSO,50,3.934691,0.991226,5.427303,208.903362
192,GLASSO,50,3.998933,0.999455,6.791212,165.748512
193,GLASSO,50,3.933555,0.999504,6.49204,163.84218
194,GLASSO,50,4.017344,1.043105,6.100978,193.223427
195,GLASSO,50,3.77898,1.009181,5.15445,179.960501
196,GLASSO,50,4.048318,1.054474,6.113183,210.583678
197,GLASSO,50,3.907364,1.023243,6.357276,158.871782
198,GLASSO,50,3.821227,0.990076,6.06955,152.85293
199,GLASSO,50,3.948255,0.9875,6.080102,180.043245
200,GLASSO,50,3.938623,1.010614,8.221342,110.317548
201,GLASSO,100,5.528785,1.055801,14.207348,586.955182
202,GLASSO,100,5.29918,1.033417,10.584444,664.930678
203,GLASSO,100,5.404846,1.026904,12.10289,618.677441
204,GLASSO,100,5.205847,1.013455,11.800813,512.396779
205,GLASSO,100,5.410741,1.033744,11.299866,689.78954
206,GLASSO,100,5.33725,1.040756,11.194946,634.843985
207,GLASSO,100,5.284548,1.025705,11.340596,589.937129
208,GLASSO,100,5.508651,1.054023,11.797313,720.406569
209,GLASSO,100,5.208775,1.000234,11.110944,554.056857
210,GLASSO,100,5.445256,1.081453,13.672562,558.159114
211,GLASSO,100,5.1903,1.050888,13.254027,423.994047
212,GLASSO,100,5.412354,1.047751,12.994322,580.460283
213,GLASSO,100,5.350772,1.095377,11.630105,611.839382
214,GLASSO,100,5.514575,1.038834,12.135724,704.959592
215,GLASSO,100,5.390663,1.051903,12.962349,572.861301
216,GLASSO,100,5.374207,1.077223,12.656981,570.461801
217,GLASSO,100,5.169982,1.032474,11.706505,522.234048
218,GLASSO,100,5.201331,1.016112,10.008033,622.045232
219,GLASSO,100,5.222758,1.017709,10.490785,616.41842
220,GLASSO,100,5.311083,1.06328,10.901736,651.428833
221,GLASSO,100,5.319387,1.020006,10.66439,666.768981
222,GLASSO,100,5.304728,1.030479,10.94354,640.157175
223,GLASSO,100,5.305414,1.0076,12.125147,577.03222
224,GLASSO,100,5.269115,1.044495,11.748517,564.008869
225,GLASSO,100,5.333669,1.056387,11.9339,598.98574
226,GLASSO,100,5.292689,1.042453,10.61107,662.107308
227,GLASSO,100,5.44057,1.02606,10.783224,745.870166
228,GLASSO,100,5.219286,1.026125,10.676657,578.271078
229,GLASSO,100,5.463358,1.063924,11.514047,701.44748
230,GLASSO,100,5.379874,1.025362,10.859756,682.339419
231,GLASSO,100,5.34308,1.054565,11.758088,616.906849
232,GLASSO,100,5.194739,1.03842,13.909647,404.970179
233,GLASSO,100,5.161411,1.036444,12.639817,455.14209
234,GLASSO,100,5.190486,1.011888,11.047836,534.980009
235,GLASSO,100,5.495824,1.054603,11.840536,686.198134
236,GLASSO,100,5.316776,1.069531,11.486081,618.602087
237,GLASSO,100,5.478896,1.055001,11.893568,677.903408
238,GLASSO,100,5.099059,1.023259,10.885992,534.367483
239,GLASSO,100,5.369427,1.042898,11.991122,618.862476
240,GLASSO,100,5.499135,1.047368,11.588255,730.915869
241,GLASSO,100,5.314289,1.034618,10.873438,645.808991
242,GLASSO,100,5.34505,1.0659,10.802099,676.644224
243,GLASSO,100,5.21134,0.996261,11.701349,500.736823
244,GLASSO,100,5.320004,1.066638,10.652979,668.700177
245,GLASSO,100,5.307977,1.048089,10.311782,673.058863
246,GLASSO,100,5.36635,1.022599,10.893904,693.876573
247,GLASSO,100,5.35639,1.068643,13.045699,548.495191
248,GLASSO,100,5.235924,1.027576,10.418154,630.950323
249,GLASSO,100,5.489751,1.064645,10.860368,783.513738
250,GLASSO,100,5.263992,1.032356,11.225559,586.652743
251,GLASSO,100,5.357397,1.029481,11.156118,654.013011
252,GLASSO,100,5.237231,1.069978,12.277404,520.018602
253,GLASSO,100,5.348031,1.021387,12.737693,552.874015
254,GLASSO,100,5.438505,1.042162,10.771651,730.148535
255,GLASSO,100,5.46865,1.02699,12.229671,658.197957
256,GLASSO,100,5.204556,1.022141,13.310815,447.596745
257,GLASSO,100,5.312223,1.037858,10.169907,708.051307
258,GLASSO,100,5.21107,1.042795,11.811062,525.691545
259,GLASSO,100,5.337957,1.056761,11.706975,589.991184
260,GLASSO,100,5.560153,1.050175,11.346193,770.071694
261,GLASSO,100,5.330418,1.032225,11.719151,612.539439
262,GLASSO,100,5.384768,1.032085,10.878783,699.152897
263,GLASSO,100,5.248816,1.007271,10.872464,592.168728
264,GLASSO,100,5.36882,1.052256,10.529277,702.314423
265,GLASSO,100,5.476045,1.048704,10.655931,766.649042
266,GLASSO,100,5.130841,1.017432,11.051744,519.364849
267,GLASSO,100,5.193009,1.050556,11.159911,559.049549
268,GLASSO,100,5.193009,1.021239,12.444309,494.842103
269,GLASSO,100,5.263447,1.030878,10.673284,628.584818
270,GLASSO,100,5.017233,1.024405,12.833135,376.835455
271,GLASSO,100,5.330862,1.045952,11.779256,623.864449
272,GLASSO,100,5.334605,1.026486,11.656694,616.118628
273,GLASSO,100,5.295185,1.044284,10.806057,638.460338
274,GLASSO,100,5.411728,1.057587,12.623413,593.837284
275,GLASSO,100,5.283348,1.044422,12.740708,506.369021
276,GLASSO,100,5.182573,1.043943,14.425398,393.844419
277,GLASSO,100,5.150095,1.014554,10.701098,537.611073
278,GLASSO,100,5.271175,1.01603,11.117786,603.082461
279,GLASSO,100,5.277174,1.027521,10.821666,621.892337
280,GLASSO,100,5.31477,1.096232,11.031924,637.099294
281,GLASSO,100,5.074711,1.0283,11.029078,495.415235
282,GLASSO,100,5.279569,1.034109,10.505214,641.117886
283,GLASSO,100,5.315414,1.022515,10.221511,694.517642
284,GLASSO,100,5.330557,1.038353,12.5415,545.068748
285,GLASSO,100,5.186805,1.007216,10.078376,621.201766
286,GLASSO,100,5.16525,1.037459,11.998538,506.77104
287,GLASSO,100,5.313821,1.059731,11.162525,650.148016
288,GLASSO,100,5.186578,1.038373,10.644714,562.991559
289,GLASSO,100,5.327757,1.032837,10.644912,679.597087
290,GLASSO,100,5.286238,1.056441,11.131177,600.908796
291,GLASSO,100,5.480934,1.039375,10.786015,771.717769
292,GLASSO,100,5.394167,1.0296,12.441025,599.617127
293,GLASSO,100,5.336445,1.027516,11.857595,601.424433
294,GLASSO,100,5.250284,1.006809,10.750476,616.646978
295,GLASSO,100,5.26341,1.051374,9.895351,686.236246
296,GLASSO,100,5.452283,1.027289,11.255665,698.41729
297,GLASSO,100,5.188135,1.020681,11.180908,554.832945
298,GLASSO,100,5.284095,1.03843,11.376985,600.025153
299,GLASSO,100,5.356341,1.054048,11.202187,643.199461
300,GLASSO,100,5.285573,1.061203,14.165567,456.399793
301,GLASSO-I,20,2.441845,0.884864,3.574856,8.696463
302,GLASSO-I,20,2.373714,0.905153,1.963541,28.309869
303,GLASSO-I,20,2.397319,0.918333,2.741659,15.133493
304,GLASSO-I,20,2.272489,0.932859,2.465931,12.975901
305,GLASSO-I,20,2.381707,0.921419,2.076627,25.96573
306,GLASSO-I,20,2.386138,0.946146,2.318907,21.053758
307,GLASSO-I,20,2.264891,0.879027,2.42893,14.082276
308,GLASSO-I,20,2.40752,0.953982,2.278051,22.62192
309,GLASSO-I,20,2.276197,0.868584,2.505921,13.668059
310,GLASSO-I,20,2.283003,0.865152,2.853797,9.89739
311,GLASSO-I,20,2.375983,0.867863,2.907216,12.443281
312,GLASSO-I,20,2.274708,0.869143,2.91028,8.636736
313,GLASSO-I,20,2.364553,0.876807,2.353911,19.5748
314,GLASSO-I,20,2.440777,0.936813,2.600439,19.000306
315,GLASSO-I,20,2.409244,0.915451,2.688281,17.051517
316,GLASSO-I,20,2.291684,0.820054,2.689337,11.48962
317,GLASSO-I,20,2.345005,0.901595,2.503185,18.566649
318,GLASSO-I,20,2.404941,0.922557,2.124115,27.303967
319,GLASSO-I,20,2.278363,0.848419,2.052323,20.565994
320,GLASSO-I,20,2.360755,0.88933,2.271295,22.534399
321,GLASSO-I,20,2.392659,0.940065,2.275847,24.393332
322,GLASSO-I,20,2.403151,0.967442,2.093261,25.624344
323,GLASSO-I,20,2.308593,0.901773,2.750843,11.619225
324,GLASSO-I,20,2.352269,0.925023,2.486264,16.60407
325,GLASSO-I,20,2.338087,0.936665,2.261929,18.630297
326,GLASSO-I,20,2.431385,0.960269,2.269949,26.380148
327,GLASSO-I,20,2.447261,0.887178,2.017196,33.50294
328,GLASSO-I,20,2.269745,0.869287,2.19908,18.303276
329,GLASSO-I,20,2.446059,0.913129,2.432728,24.989205
330,GLASSO-I,20,2.367714,0.892984,2.041178,26.517895
331,GLASSO-I,20,2.336278,0.898612,2.379667,17.969051
332,GLASSO-I,20,2.309356,0.884804,3.510781,5.003088
333,GLASSO-I,20,2.311413,0.833384,3.139814,7.393829
334,GLASSO-I,20,2.331193,0.904272,2.578609,16.503622
335,GLASSO-I,20,2.423106,0.887127,2.148238,25.7148
336,GLASSO-I,20,2.31882,0.876006,2.399561,16.718147
337,GLASSO-I,20,2.395438,0.949307,2.313648,21.292156
338,GLASSO-I,20,2.213806,0.862842,2.151928,15.012062
339,GLASSO-I,20,2.301959,0.922102,2.668442,12.986311
340,GLASSO-I,20,2.376525,0.873609,2.097767,24.856467
341,GLASSO-I,20,2.314705,0.867313,2.148869,20.900371
342,GLASSO-I,20,2.397778,0.970252,2.124893,28.374252
343,GLASSO-I,20,2.317956,0.880544,2.330275,16.878433
344,GLASSO-I,20,2.327222,0.905571,1.861416,25.105359
345,GLASSO-I,20,2.411942,0.918457,2.082111,28.061296
346,GLASSO-I,20,2.421801,0.924675,2.361591,23.19929
347,GLASSO-I,20,2.445376,0.890985,2.769459,17.560149
348,GLASSO-I,20,2.316233,0.897663,1.917572,23.204557
349,GLASSO-I,20,2.454642,0.909576,2.108372,34.122193
350,GLASSO-I,20,2.339305,0.821594,2.390148,19.386044
351,GLASSO-I,20,2.376086,0.915528,2.341455,20.268587
352,GLASSO-I,20,2.414367,0.904921,2.940236,14.784799
353,GLASSO-I,20,2.418461,0.880633,3.340625,10.409358
354,GLASSO-I,20,2.412566,0.881411,2.153244,26.988658
355,GLASSO-I,20,2.35813,0.932264,2.337857,19.284522
356,GLASSO-I,20,2.331491,0.871513,3.228219,7.457019
357,GLASSO-I,20,2.327541,0.878277,1.878426,29.00627
358,GLASSO-I,20,2.307551,0.851295,2.53614,15.200759
359,GLASSO-I,20,2.364339,0.909693,2.534368,17.031435
360,GLASSO-I,20,2.411438,0.920541,2.465968,20.600375
361,GLASSO-I,20,2.375413,0.902405,2.393793,19.842281
362,GLASSO-I,20,2.34763,0.96538,2.18703,21.346345
363,GLASSO-I,20,2.40804,1.002238,2.41536,21.949641
364,GLASSO-I,20,2.33809,0.903199,1.985816,24.528123
365,GLASSO-I,20,2.453372,0.967705,2.208802,31.027803
366,GLASSO-I,20,2.319142,0.916016,2.355249,16.568973
367,GLASSO-I,20,2.331086,0.839536,2.359325,17.790543
368,GLASSO-I,20,2.26711,0.872143,2.773886,10.424626
369,GLASSO-I,20,2.30678,0.90152,2.138445,18.573171
370,GLASSO-I,20,2.257912,0.868246,3.50798,3.790772
371,GLASSO-I,20,2.34662,0.85494,2.400462,17.82095
372,GLASSO-I,20,2.304193,0.897044,2.434954,15.921502
373,GLASSO-I,20,2.293081,0.863997,2.303185,15.553451
374,GLASSO-I,20,2.352947,0.873577,2.559016,16.645502
375,GLASSO-I,20,2.338118,0.824201,2.859471,11.187274
376,GLASSO-I,20,2.279175,0.820043,3.454811,4.371988
377,GLASSO-I,20,2.232233,0.846131,1.9513,19.358705
378,GLASSO-I,20,2.320907,0.929928,2.358286,16.75317
379,GLASSO-I,20,2.36553,0.867244,2.020044,25.078749
380,GLASSO-I,20,2.35676,0.897448,2.241622,21.782916
381,GLASSO-I,20,2.27762,0.893569,2.396198,14.485171
382,GLASSO-I,20,2.266932,0.921711,2.154027,19.037248
383,GLASSO-I,20,2.337622,0.898946,2.016255,24.12599
384,GLASSO-I,20,2.278474,0.873427,2.562634,11.840071
385,GLASSO-I,20,2.344119,0.891203,2.044775,23.061083
386,GLASSO-I,20,2.221618,0.869,2.835045,7.989338
387,GLASSO-I,20,2.322948,0.867255,2.279675,19.531859
388,GLASSO-I,20,2.312836,0.886105,2.357671,17.175829
389,GLASSO-I,20,2.376438,0.929864,2.06741,27.603006
390,GLASSO-I,20,2.23487,0.856861,2.257745,13.360886
391,GLASSO-I,20,2.348316,0.889505,1.754098,33.033593
392,GLASSO-I,20,2.400434,0.925875,2.600183,17.153211
393,GLASSO-I,20,2.398154,0.97192,2.731698,15.92642
394,GLASSO-I,20,2.357046,0.923219,2.222623,21.606539
395,GLASSO-I,20,2.225064,0.850382,1.800172,21.650099
396,GLASSO-I,20,2.452491,0.910267,2.219991,27.624596
397,GLASSO-I,20,2.380794,0.925353,2.357126,20.501164
398,GLASSO-I,20,2.318576,0.934852,2.323481,16.640366
399,GLASSO-I,20,2.401216,0.899785,2.368014,20.905138
400,GLASSO-I,20,2.398283,0.886584,3.775192,4.861485
401,GLASSO-I,50,3.897055,0.995567,7.668621,123.844593
402,GLASSO-I,50,3.783845,1.037881,5.383489,171.131573
403,GLASSO-I,50,3.757566,0.987094,6.066485,136.799946
404,GLASSO-I,50,3.669298,0.943726,6.324365,112.630993
405,GLASSO-I,50,3.78147,1.010655,5.437985,168.920772
406,GLASSO-I,50,3.739715,0.994146,5.290539,158.992361
407,GLASSO-I,50,3.74413,1.018894,5.931951,145.094986
408,GLASSO-I,50,3.812427,0.985005,5.615202,164.168148
409,GLASSO-I,50,3.676229,0.966347,5.921958,128.383241
410,GLASSO-I,50,3.811114,1.009418,7.255271,118.807471
411,GLASSO-I,50,3.724897,1.002515,7.357342,97.698028
412,GLASSO-I,50,3.69693,0.95296,6.716242,110.619209
413,GLASSO-I,50,3.771401,1.023169,5.816171,145.206442
414,GLASSO-I,50,3.91496,1.030243,6.119214,166.32397
415,GLASSO-I,50,3.783358,1.037755,6.823369,116.480676
416,GLASSO-I,50,3.711714,0.995015,6.424784,119.224285
417,GLASSO-I,50,3.791518,1.030744,6.564656,132.101746
418,GLASSO-I,50,3.735014,0.987556,5.317628,161.850487
419,GLASSO-I,50,3.700772,1.010682,5.323657,149.668905
420,GLASSO-I,50,3.792197,0.975896,5.693404,156.359031
421,GLASSO-I,50,3.766364,1.057025,5.578687,168.105288
422,GLASSO-I,50,3.782331,0.987127,5.29277,161.730487
423,GLASSO-I,50,3.784691,0.983457,6.4078,129.276713
424,GLASSO-I,50,3.802505,1.056106,6.107901,144.004636
425,GLASSO-I,50,3.755982,1.003231,5.66502,153.801759
426,GLASSO-I,50,3.758473,1.014423,5.492339,164.592756
427,GLASSO-I,50,3.880459,1.018699,5.399192,198.744103
428,GLASSO-I,50,3.640434,0.996597,5.567056,124.322885
429,GLASSO-I,50,3.906447,0.992205,6.049739,176.086894
430,GLASSO-I,50,3.838612,1.027291,5.490919,174.946009
431,GLASSO-I,50,3.670683,1.022951,6.056766,119.797232
432,GLASSO-I,50,3.706577,0.976554,7.447548,90.233431
433,GLASSO-I,50,3.663334,0.974905,7.002646,92.389409
434,GLASSO-I,50,3.672086,0.947123,5.525448,138.255785
435,GLASSO-I,50,3.881761,0.989604,5.968926,168.52591
436,GLASSO-I,50,3.76776,1.050674,6.581364,122.917144
437,GLASSO-I,50,3.809788,1.006742,6.093902,149.979665
438,GLASSO-I,50,3.577723,1.014311,5.507026,118.101219
439,GLASSO-I,50,3.691137,0.975307,5.866512,131.435927
440,GLASSO-I,50,3.807969,0.97405,5.43375,175.722674
441,GLASSO-I,50,3.751379,1.007324,5.739675,151.103846
442,GLASSO-I,50,3.747626,0.994895,5.320904,167.564496
443,GLASSO-I,50,3.743046,0.97955,5.755121,146.229029
444,GLASSO-I,50,3.776811,1.042012,5.39682,167.49786
445,GLASSO-I,50,3.808733,1.013596,5.281598,169.627358
446,GLASSO-I,50,3.743432,1.018746,5.47628,155.032383
447,GLASSO-I,50,3.759405,0.95973,6.667133,117.44066
448,GLASSO-I,50,3.628092,0.993054,5.078213,141.680694
449,GLASSO-I,50,3.838431,1.042803,5.214513,197.068801
450,GLASSO-I,50,3.695765,1.003334,5.991643,128.965916
451,GLASSO-I,50,3.829301,1.018547,5.76532,163.808768
452,GLASSO-I,50,3.691146,0.983486,6.548664,112.422006
453,GLASSO-I,50,3.774648,0.942086,6.696771,127.807225
454,GLASSO-I,50,3.870653,1.013269,5.488034,187.424225
