,Method,Dimention,L2,SP,KL,QL
62,GLASSO,20,1.147949,0.474233,0.871002,9.474537
63,GLASSO,20,1.215656,0.546365,0.998166,10.464753
64,GLASSO,20,1.093212,0.528528,0.837809,7.858514
65,GLASSO,20,1.275403,0.494397,1.105351,19.210983
66,GLASSO,20,1.055166,0.428555,0.721931,5.090988
67,GLASSO,20,0.964988,0.387129,0.593082,6.925202
68,GLASSO,20,0.965164,0.426054,0.612728,4.385934
69,GLASSO,20,1.054675,0.453688,0.734578,4.709099
70,GLASSO,20,0.818824,0.365207,0.448987,1.516617
71,GLASSO,20,1.087555,0.471754,0.775879,6.37131
72,GLASSO,20,1.183894,0.473473,0.958372,10.374938
73,GLASSO,20,1.002457,0.420089,0.661027,7.358734
74,GLASSO,20,1.108514,0.433219,0.806485,7.429771
75,GLASSO,20,1.006111,0.420725,0.657957,4.380023
76,GLASSO,20,1.050922,0.458433,0.728814,3.668507
77,GLASSO,20,1.02351,0.423499,0.696893,3.988978
78,GLASSO,20,1.122505,0.489275,0.876458,6.378322
79,GLASSO,20,1.478534,0.527894,1.452178,33.381184
80,GLASSO,20,1.078321,0.459586,0.763566,5.868896
81,GLASSO,20,1.034012,0.463638,0.700794,6.273449
82,GLASSO,20,0.994282,0.394112,0.624296,5.289738
83,GLASSO,20,1.168563,0.45606,0.869184,8.984252
84,GLASSO,20,1.17218,0.554895,0.847718,3.972687
85,GLASSO,20,0.965734,0.428909,0.602012,7.357433
86,GLASSO,20,1.084178,0.521892,0.758666,0.956438
87,GLASSO,20,1.152942,0.499216,0.867517,8.787531
88,GLASSO,20,1.053241,0.439665,0.728188,5.521447
89,GLASSO,20,1.193948,0.502787,0.935882,13.142428
90,GLASSO,20,1.020853,0.406752,0.682373,2.526444
91,GLASSO,20,1.196044,0.492895,0.917415,14.33485
92,GLASSO,20,1.122131,0.492393,0.846,10.021355
93,GLASSO,20,1.188141,0.489904,0.926224,10.841657
94,GLASSO,20,1.056097,0.448748,0.727192,7.259186
95,GLASSO,20,1.11117,0.484107,0.767629,4.034267
96,GLASSO,20,1.294217,0.55377,1.170405,16.063041
97,GLASSO,20,1.146518,0.490493,0.890584,7.675417
98,GLASSO,20,1.129882,0.50087,0.893197,3.740166
99,GLASSO,20,1.149337,0.464255,0.85347,13.233761
100,GLASSO,20,1.282829,0.542133,1.162451,7.80618
101,GLASSO,50,1.921049,0.596545,2.708092,62.359241
102,GLASSO,50,1.758436,0.626985,2.229909,41.176681
103,GLASSO,50,1.763842,0.55413,2.233629,30.065445
104,GLASSO,50,1.581438,0.496192,1.747263,28.727052
105,GLASSO,50,1.764739,0.505846,2.181897,39.989594
106,GLASSO,50,2.137873,0.487562,3.142158,195.796141
107,GLASSO,50,1.726012,0.510794,2.088125,35.787502
108,GLASSO,50,1.795138,0.524721,2.305074,58.817322
109,GLASSO,50,1.68701,0.539526,1.95527,21.018637
110,GLASSO,50,1.821757,0.5663,2.385487,46.124031
111,GLASSO,50,1.700427,0.590996,2.112794,30.084624
112,GLASSO,50,1.671186,0.505468,1.945836,28.402117
113,GLASSO,50,1.687069,0.519607,2.015535,31.363119
114,GLASSO,50,1.883149,0.596339,2.635125,58.446861
115,GLASSO,50,1.853734,0.510972,2.349265,35.329875
116,GLASSO,50,1.696931,0.570881,2.071112,34.03921
117,GLASSO,50,1.69113,0.518487,2.053767,46.396315
118,GLASSO,50,1.753296,0.550856,2.203604,36.331865
119,GLASSO,50,1.618175,0.48332,1.844404,27.150074
120,GLASSO,50,1.670676,0.553744,1.90433,32.480137
121,GLASSO,50,1.761733,0.522261,2.205226,38.726812
122,GLASSO,50,1.692221,0.568631,2.065092,28.939729
123,GLASSO,50,1.743146,0.548486,2.134295,35.071304
124,GLASSO,50,2.195941,0.497321,3.306609,203.685389
125,GLASSO,50,2.140038,0.525771,3.148996,192.123319
126,GLASSO,50,1.613142,0.528619,1.847293,31.664249
127,GLASSO,50,2.205092,0.508795,3.412742,203.361333
128,GLASSO,50,1.574229,0.504269,1.707853,24.273262
129,GLASSO,50,1.909618,0.581676,2.739849,82.456005
130,GLASSO,50,1.748923,0.579065,2.247275,51.586729
131,GLASSO,50,1.657453,0.574591,1.985768,30.335407
132,GLASSO,50,1.62651,0.511404,1.864065,30.967096
133,GLASSO,50,1.524362,0.486765,1.672933,29.769665
134,GLASSO,50,1.6251,0.531497,1.867036,23.649264
135,GLASSO,50,2.251562,0.505911,3.526761,221.779935
136,GLASSO,50,1.86595,0.597081,2.484647,39.075612
137,GLASSO,50,1.760775,0.561281,2.268574,41.559929
138,GLASSO,50,1.536323,0.500677,1.608613,12.388758
139,GLASSO,50,1.677237,0.514893,1.975809,25.497397
140,GLASSO,50,1.700218,0.52034,2.033493,43.57016
141,GLASSO,50,1.736387,0.549729,2.16879,42.334427
142,GLASSO,50,1.657948,0.527154,1.955456,33.938868
143,GLASSO,50,1.728077,0.540848,2.116199,27.834684
144,GLASSO,50,1.770718,0.554521,2.160835,34.93324
145,GLASSO,50,1.72113,0.514559,2.131196,40.745477
146,GLASSO,50,1.859601,0.53442,2.400941,34.388631
147,GLASSO,50,1.636033,0.511063,1.854797,44.617392
148,GLASSO,50,1.619166,0.554187,1.793964,18.066761
149,GLASSO,50,1.803537,0.627376,2.451568,51.512252
150,GLASSO,50,1.667759,0.509145,1.948195,30.666264
151,GLASSO,50,1.742483,0.591138,2.262165,47.709568
152,GLASSO,50,1.632577,0.516692,1.90464,28.968544
153,GLASSO,50,1.642848,0.506444,1.951546,40.758049
154,GLASSO,50,2.195187,0.502157,3.326734,206.568181
155,GLASSO,50,1.708113,0.519375,2.076527,25.828655
156,GLASSO,50,1.673859,0.510867,1.880197,13.103831
157,GLASSO,50,1.778207,0.597708,2.326405,35.924465
158,GLASSO,50,1.627442,0.53985,1.844669,21.764977
159,GLASSO,50,2.134284,0.505509,3.164021,190.721055
160,GLASSO,50,1.747393,0.517379,2.201412,53.228089
161,GLASSO,50,1.723208,0.526688,2.075938,43.035778
162,GLASSO,50,1.865923,0.531056,2.451695,40.223552
163,GLASSO,50,1.690149,0.520547,2.072478,35.566795
164,GLASSO,50,1.678399,0.510519,1.951427,33.169182
165,GLASSO,50,1.7532,0.521887,2.244774,58.595921
166,GLASSO,50,1.625504,0.490027,1.806394,20.811806
167,GLASSO,50,1.607197,0.483488,1.802754,36.052947
168,GLASSO,50,2.074506,0.550685,3.002407,163.648763
169,GLASSO,50,1.564541,0.553423,1.752931,30.588981
170,GLASSO,50,1.534822,0.487008,1.586393,10.107803
171,GLASSO,50,1.739141,0.547297,2.142942,27.026683
172,GLASSO,50,1.718718,0.532877,2.105395,38.052333
173,GLASSO,50,1.808463,0.540126,2.257628,32.371105
174,GLASSO,50,1.695954,0.541157,2.097908,41.972359
175,GLASSO,50,1.605439,0.522924,1.79023,34.884569
176,GLASSO,50,1.695081,0.513946,2.01195,25.162501
177,GLASSO,50,1.570245,0.529173,1.679903,16.481002
178,GLASSO,50,1.79229,0.595081,2.286567,33.193857
179,GLASSO,50,1.685562,0.473607,1.938523,34.911607
180,GLASSO,50,1.817616,0.576981,2.30279,32.9762
181,GLASSO,50,1.704836,0.497044,2.016554,19.388287
182,GLASSO,50,2.096749,0.451263,2.958173,184.413073
183,GLASSO,50,1.784188,0.551143,2.257149,35.925467
184,GLASSO,50,1.715821,0.544723,2.031208,23.569827
185,GLASSO,50,2.082885,0.477908,2.990506,175.228504
186,GLASSO,50,1.483889,0.484125,1.448589,17.438551
187,GLASSO,50,1.744813,0.560975,2.160809,33.33921
188,GLASSO,50,1.581522,0.533652,1.794876,30.004915
189,GLASSO,50,1.646741,0.492397,1.885516,52.186068
190,GLASSO,50,1.723195,0.564842,2.084651,25.422692
191,GLASSO,50,1.699874,0.50697,2.066927,46.348505
192,GLASSO,50,1.764635,0.497321,2.21226,51.94843
193,GLASSO,50,1.751288,0.525074,2.218043,38.066474
194,GLASSO,50,1.770891,0.554945,2.272935,47.315687
195,GLASSO,50,1.533914,0.52152,1.683718,28.754501
196,GLASSO,50,1.928216,0.624636,2.807192,50.797324
197,GLASSO,50,1.718096,0.577462,2.119637,37.813742
198,GLASSO,50,1.667682,0.529576,1.975307,29.380821
199,GLASSO,50,1.668226,0.486155,1.951028,44.077738
200,GLASSO,50,1.781492,0.555157,2.324418,43.525167
201,GLASSO,100,3.091699,0.489828,6.904531,885.591792
202,GLASSO,100,2.845477,0.528974,5.748594,712.756987
203,GLASSO,100,2.929924,0.484128,6.053706,770.545491
204,GLASSO,100,2.739215,0.563008,5.327308,628.45384
205,GLASSO,100,2.973865,0.536074,6.350698,775.259948
206,GLASSO,100,2.645145,0.600097,5.100838,85.544598
207,GLASSO,100,2.858151,0.495374,5.763769,722.065152
208,GLASSO,100,3.049546,0.4741,6.643526,840.463547
209,GLASSO,100,2.459797,0.561305,4.323214,65.783992
210,GLASSO,100,3.039277,0.503017,6.616482,836.014193
211,GLASSO,100,2.781926,0.46559,5.471093,650.698841
212,GLASSO,100,2.967024,0.533086,6.211152,802.038338
213,GLASSO,100,2.901264,0.512376,5.945401,740.634053
214,GLASSO,100,3.022368,0.517285,6.600916,843.535701
215,GLASSO,100,2.966934,0.514574,6.306978,777.506317
216,GLASSO,100,2.644919,0.626413,5.225844,98.228096
217,GLASSO,100,2.37054,0.588968,4.117622,79.899637
218,GLASSO,100,2.530663,0.607625,4.721482,51.903952
219,GLASSO,100,2.490025,0.586122,4.523535,58.142117
220,GLASSO,100,2.884784,0.477331,5.950326,701.014917
221,GLASSO,100,2.857904,0.465787,5.69608,750.428077
222,GLASSO,100,2.876057,0.509675,5.864637,715.516471
223,GLASSO,100,2.840651,0.500967,5.752646,693.256858
224,GLASSO,100,2.863725,0.524921,5.826599,688.166459
225,GLASSO,100,2.933548,0.478486,6.103127,739.156022
226,GLASSO,100,2.83447,0.474698,5.572266,735.071953
227,GLASSO,100,2.976294,0.536514,6.258895,830.180166
228,GLASSO,100,2.518173,0.595012,4.473236,55.490928
229,GLASSO,100,3.014436,0.478371,6.458206,841.840756
230,GLASSO,100,2.904354,0.528859,6.007539,767.008929
231,GLASSO,100,2.910462,0.504104,6.008074,729.83425
232,GLASSO,100,2.7677,0.539116,5.405482,645.061898
233,GLASSO,100,2.71236,0.532377,5.176135,630.996859
234,GLASSO,100,2.462374,0.60458,4.284037,50.407432
235,GLASSO,100,3.006845,0.517488,6.482868,821.277173
236,GLASSO,100,2.616079,0.642256,5.149863,85.13493
237,GLASSO,100,3.016649,0.58905,6.534503,810.206983
238,GLASSO,100,2.500769,0.586343,4.417314,37.957279
239,GLASSO,100,2.940926,0.498333,6.125272,755.342235
240,GLASSO,100,3.039335,0.514978,6.580022,840.862433
241,GLASSO,100,2.571571,0.624828,4.813237,84.667212
242,GLASSO,100,2.646032,0.629846,5.219335,84.820207
243,GLASSO,100,2.725553,0.495971,5.170822,660.979064
244,GLASSO,100,2.887863,0.500586,5.966768,727.872783
245,GLASSO,100,2.592396,0.643894,4.877212,71.944567
246,GLASSO,100,2.900968,0.496991,6.040369,720.348424
247,GLASSO,100,2.947515,0.503183,6.175618,777.226049
248,GLASSO,100,2.548297,0.587974,4.731103,59.199897
249,GLASSO,100,3.070533,0.517244,6.797773,830.132623
250,GLASSO,100,2.583916,0.617272,4.837172,62.59817
251,GLASSO,100,2.890839,0.493049,5.947024,731.80394
252,GLASSO,100,2.810363,0.531597,5.544444,701.645874
253,GLASSO,100,2.631695,0.609479,5.163676,84.295881
254,GLASSO,100,2.947739,0.483893,6.181561,780.349969
255,GLASSO,100,3.021358,0.5082,6.474678,824.807241
256,GLASSO,100,2.759119,0.498597,5.291987,668.405377
257,GLASSO,100,2.890976,0.457662,5.830683,771.610028
258,GLASSO,100,2.500209,0.598581,4.567228,66.697652
259,GLASSO,100,2.861855,0.477119,5.741442,748.446902
260,GLASSO,100,3.050302,0.564591,6.630432,863.437981
261,GLASSO,100,2.919854,0.535193,6.095818,738.494087
262,GLASSO,100,2.903211,0.487718,5.950571,755.278106
263,GLASSO,100,2.756083,0.48042,5.307476,689.933691
264,GLASSO,100,2.892566,0.481919,5.874112,749.126818
265,GLASSO,100,2.978436,0.515434,6.424256,800.15914
266,GLASSO,100,2.67671,0.509342,4.961022,623.745227
267,GLASSO,100,2.741167,0.503276,5.258916,668.293203
268,GLASSO,100,2.777481,0.4876,5.431446,661.000691
269,GLASSO,100,2.80669,0.47708,5.535342,679.697585
270,GLASSO,100,2.575492,0.47037,4.577506,543.039697
271,GLASSO,100,2.891273,0.550383,5.987045,713.497362
272,GLASSO,100,2.918204,0.504091,6.050874,750.817861
273,GLASSO,100,2.84437,0.485035,5.732619,709.837957
274,GLASSO,100,2.948082,0.484744,6.141616,796.924815
275,GLASSO,100,2.837903,0.482201,5.630435,711.957469
276,GLASSO,100,2.773704,0.496188,5.400043,670.396491
277,GLASSO,100,2.432833,0.5979,4.265176,41.236475
278,GLASSO,100,2.818271,0.49248,5.55101,703.503259
279,GLASSO,100,2.817163,0.494333,5.597618,699.425658
280,GLASSO,100,2.557212,0.640426,4.868244,83.593588
281,GLASSO,100,2.473302,0.57888,4.373969,35.353034
282,GLASSO,100,2.769721,0.472695,5.364179,692.613958
283,GLASSO,100,2.496865,0.610448,4.637817,84.907981
284,GLASSO,100,2.888462,0.530597,5.950249,712.016949
285,GLASSO,100,2.71515,0.478332,5.156736,638.600814
286,GLASSO,100,2.746652,0.505318,5.300502,622.814284
287,GLASSO,100,2.898743,0.498728,5.94301,746.87563
288,GLASSO,100,2.706623,0.467685,5.133753,626.462182
289,GLASSO,100,2.85582,0.488176,5.729572,744.256802
290,GLASSO,100,2.828233,0.525397,5.639285,703.494147
291,GLASSO,100,3.029557,0.549399,6.552838,820.15715
292,GLASSO,100,2.952818,0.472757,6.220964,762.526114
293,GLASSO,100,2.932085,0.465872,6.08351,743.89913
294,GLASSO,100,2.544743,0.626078,4.763707,67.8151
295,GLASSO,100,2.616623,0.644165,4.957176,58.739047
296,GLASSO,100,2.988252,0.54239,6.413782,803.408898
297,GLASSO,100,2.766862,0.475381,5.338774,678.234584
298,GLASSO,100,2.85389,0.569077,5.709957,717.47286
299,GLASSO,100,2.910384,0.561828,6.031363,747.97694
300,GLASSO,100,2.897681,0.47471,5.949988,717.747936
301,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
302,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
303,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
304,GLASSO-I,20,0.575565,0.445814,0.283917,0.494562
305,GLASSO-I,20,0.569513,0.440874,0.277979,0.470609
306,GLASSO-I,20,0.940224,0.452327,0.548955,0.344004
307,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
308,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
309,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
310,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
311,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
312,GLASSO-I,20,0.58454,0.435281,0.283426,0.689701
313,GLASSO-I,20,0.549038,0.449249,0.26911,0.785609
314,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
315,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
316,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
317,GLASSO-I,20,0.618704,0.419561,0.297644,0.342938
318,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
319,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
320,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
321,GLASSO-I,20,0.589653,0.428622,0.28627,0.410947
322,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
323,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
324,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
325,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
326,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
327,GLASSO-I,20,0.54868,0.425557,0.259318,0.697134
328,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
329,GLASSO-I,20,0.652235,0.413787,0.320308,0.090721
330,GLASSO-I,20,0.639322,0.428562,0.327253,0.274046
331,GLASSO-I,20,0.567964,0.43105,0.272137,0.664672
332,GLASSO-I,20,0.574357,0.437473,0.277688,0.770304
333,GLASSO-I,20,0.559171,0.450111,0.274337,0.616025
334,GLASSO-I,20,0.823636,0.434658,0.454648,0.960915
335,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
336,GLASSO-I,20,0.549612,0.4425,0.266213,0.801975
337,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
338,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
339,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
340,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
341,GLASSO-I,20,0.59507,0.446559,0.293382,0.696167
342,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
343,GLASSO-I,20,0.598758,0.432565,0.290067,0.65292
344,GLASSO-I,20,0.601208,0.434783,0.294985,0.43984
345,GLASSO-I,20,0.57955,0.423551,0.27516,0.745486
346,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
347,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
348,GLASSO-I,20,0.554829,0.440006,0.26869,0.780569
349,GLASSO-I,20,0.606221,0.433557,0.308263,0.144905
350,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
351,GLASSO-I,20,0.624037,0.430911,0.305948,0.43201
352,GLASSO-I,20,0.583637,0.459363,0.290913,0.800203
353,GLASSO-I,20,0.574831,0.43842,0.280596,0.493843
354,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
355,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
356,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
357,GLASSO-I,20,1.053366,0.44219,0.64952,0.31705
358,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
359,GLASSO-I,20,0.589635,0.439217,0.28897,0.462258
360,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
361,GLASSO-I,20,0.543608,0.443658,0.263595,0.61852
362,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
363,GLASSO-I,20,0.601806,0.421799,0.28805,0.414795
364,GLASSO-I,20,0.600412,0.417764,0.289515,0.138314
365,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
366,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
367,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
368,GLASSO-I,20,0.547757,0.439648,0.264722,0.775087
369,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
370,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
371,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
372,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
373,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
374,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
375,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
376,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
377,GLASSO-I,20,0.538795,0.434284,0.256504,0.474636
378,GLASSO-I,20,0.544632,0.445991,0.265015,0.656457
379,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
380,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
381,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
382,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
383,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
384,GLASSO-I,20,0.579191,0.44986,0.283937,1.088266
385,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
386,GLASSO-I,20,0.582928,0.45815,0.291963,0.71228
387,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
388,GLASSO-I,20,0.54768,0.439875,0.264439,0.774469
389,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
390,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
391,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
392,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
393,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
394,GLASSO-I,20,0.878695,0.368832,0.472219,0.482401
395,GLASSO-I,20,0.561329,0.452094,0.277007,0.955344
396,GLASSO-I,20,0.555949,0.443493,0.270792,0.547579
397,GLASSO-I,20,0.59625,0.414968,0.282022,0.599926
398,GLASSO-I,20,1.05526,0.479007,0.689214,1.155813
399,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
400,GLASSO-I,20,0.549268,0.449396,0.269309,0.792938
401,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
402,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
403,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
404,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
405,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
406,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
407,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
408,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
409,GLASSO-I,50,0.663825,0.483365,0.391909,4.169261
410,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
411,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
412,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
413,GLASSO-I,50,0.649162,0.48629,0.382571,5.141279
414,GLASSO-I,50,0.659012,0.484566,0.388922,4.790662
415,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
416,GLASSO-I,50,0.699214,0.48269,0.415153,4.62637
417,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
418,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
419,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
420,GLASSO-I,50,0.64469,0.485787,0.379126,5.087779
421,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
422,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
423,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
424,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
425,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
426,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
427,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
428,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
429,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
430,GLASSO-I,50,0.742117,0.481488,0.445699,3.69554
431,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
432,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
433,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
434,GLASSO-I,50,0.699979,0.482905,0.417693,4.155584
435,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
436,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
437,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
438,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
439,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
440,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
441,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
442,GLASSO-I,50,0.649015,0.486082,0.382356,5.168139
443,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
444,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
445,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
446,GLASSO-I,50,0.65231,0.488977,0.385897,5.290195
447,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
448,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
449,GLASSO-I,50,0.93803,0.462825,0.627876,2.048989
450,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
451,GLASSO-I,50,0.881932,0.463027,0.575148,2.773427
452,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
453,GLASSO-I,50,0.648862,0.487513,0.383113,5.561965
454,GLASSO-I,50,0.648846,0.487509,0.383099,5.560648
