,Method,Dimention,L2,SP,KL,QL
178,GLASSO,50,3.464869,1.391588,7.281774,28.906863
179,GLASSO,50,3.397482,1.411746,6.841344,29.134978
180,GLASSO,50,3.504896,1.419238,7.644245,20.363847
181,GLASSO,50,3.493942,1.391211,8.527233,3.360007
182,GLASSO,50,3.525579,1.414049,7.858379,15.106202
183,GLASSO,50,3.49395,1.351648,7.254212,27.601321
184,GLASSO,50,3.561487,1.44203,9.057859,2.301827
185,GLASSO,50,3.514678,1.365322,7.611646,18.768574
186,GLASSO,50,3.469184,1.369014,8.016192,1.817771
187,GLASSO,50,3.477682,1.364228,7.484294,23.332776
188,GLASSO,50,3.454106,1.391377,8.059883,8.934228
189,GLASSO,50,3.50445,1.366365,7.242364,37.400126
190,GLASSO,50,3.488061,1.350819,8.211789,8.150178
191,GLASSO,50,3.480131,1.367716,7.057764,34.825606
192,GLASSO,50,3.55186,1.416407,8.210217,19.717846
193,GLASSO,50,3.552566,1.454436,8.095492,18.658789
194,GLASSO,50,3.596575,1.420067,8.230934,18.517574
195,GLASSO,50,3.501318,1.396028,8.11674,5.53144
196,GLASSO,50,3.577221,1.371312,8.17068,31.621327
197,GLASSO,50,3.467069,1.375587,7.379786,25.300471
198,GLASSO,50,3.398422,1.344537,7.997781,10.680002
199,GLASSO,50,3.465018,1.404741,8.015571,18.663337
200,GLASSO,50,3.576064,1.377986,9.521907,6.577373
201,GLASSO,100,6.613725,2.055614,26.662888,562.44353
202,GLASSO,100,5.148414,1.657356,19.496523,2.005001
203,GLASSO,100,5.266152,1.778453,21.247762,0.273324
204,GLASSO,100,5.193551,1.75524,21.929525,9.287132
205,GLASSO,100,5.261703,1.743982,21.628645,0.01114
206,GLASSO,100,5.221081,1.728995,21.183523,0.127257
207,GLASSO,100,5.216043,1.701431,21.872609,4.057266
208,GLASSO,100,6.539688,2.090673,24.768072,606.95194
209,GLASSO,100,5.193797,1.745006,21.296418,3.53934
210,GLASSO,100,5.299987,1.759021,22.949428,0.596279
211,GLASSO,100,6.435412,2.034285,25.59376,394.756753
212,GLASSO,100,6.533321,2.060527,26.247743,425.88896
213,GLASSO,100,5.253164,1.815728,19.928055,2.461505
214,GLASSO,100,5.282279,1.768453,21.930796,2.702694
215,GLASSO,100,6.545379,2.0919,25.101662,573.694551
216,GLASSO,100,5.274922,1.722237,22.104916,1.179497
217,GLASSO,100,5.115183,1.703878,20.031288,0.423706
218,GLASSO,100,5.041816,1.656933,20.233822,0.079225
219,GLASSO,100,5.203033,1.757549,20.631003,3.341584
220,GLASSO,100,5.239343,1.75231,20.844489,0.184477
221,GLASSO,100,5.258077,1.769884,20.709595,0.043549
222,GLASSO,100,5.232672,1.757669,20.594259,0.00068
223,GLASSO,100,6.512714,2.07788,25.218239,498.887549
224,GLASSO,100,5.153832,1.668876,21.24628,0.151574
225,GLASSO,100,6.476553,2.045434,25.38051,463.931213
226,GLASSO,100,5.204639,1.699884,20.96629,7.00E-06
227,GLASSO,100,6.541729,2.079462,24.575605,624.732602
228,GLASSO,100,5.138487,1.694338,19.989005,0.218272
229,GLASSO,100,6.526778,2.037391,24.456223,730.70928
230,GLASSO,100,5.166518,1.750946,19.20159,14.223274
231,GLASSO,100,5.229091,1.788965,22.386606,5.133192
232,GLASSO,100,5.188688,1.758776,21.878935,6.524554
233,GLASSO,100,5.100715,1.699651,20.516394,0.843827
234,GLASSO,100,5.134526,1.747027,20.899564,5.271407
235,GLASSO,100,5.229626,1.681686,20.239904,12.222134
236,GLASSO,100,5.307522,1.747792,22.861273,6.946055
237,GLASSO,100,5.301318,1.787841,21.572568,0.177346
238,GLASSO,100,5.181995,1.7436,21.415988,13.970766
239,GLASSO,100,6.538828,2.068778,25.774501,441.007196
240,GLASSO,100,5.359421,1.773727,21.925847,0.646708
241,GLASSO,100,5.161813,1.692803,20.257926,0.956157
242,GLASSO,100,5.277747,1.768053,21.038809,0.261501
243,GLASSO,100,5.156307,1.794908,20.680363,1.436049
244,GLASSO,100,5.221257,1.749057,19.91621,1.026398
245,GLASSO,100,5.216137,1.735377,19.982831,1.379389
246,GLASSO,100,5.191992,1.74277,20.225669,2.887086
247,GLASSO,100,5.243407,1.769055,22.032772,0.284899
248,GLASSO,100,5.244103,1.81239,20.732058,2.2801
249,GLASSO,100,6.553607,2.085165,24.761148,639.853831
250,GLASSO,100,5.1793,1.688528,19.949133,0.381474
251,GLASSO,100,6.48688,2.042957,25.281669,478.155375
252,GLASSO,100,5.127101,1.70747,21.799962,3.752255
253,GLASSO,100,5.255597,1.749056,20.909798,1.03156
254,GLASSO,100,6.491666,2.055712,24.443061,585.58519
255,GLASSO,100,5.333741,1.794246,22.376062,1.400526
256,GLASSO,100,5.249696,1.7565,22.172372,10.339881
257,GLASSO,100,5.187264,1.717552,19.966259,2.272129
258,GLASSO,100,5.240671,1.769479,21.863887,7.112754
259,GLASSO,100,6.514484,2.062069,24.842737,513.054608
260,GLASSO,100,6.585559,2.034384,25.393583,609.935845
261,GLASSO,100,5.213941,1.755018,21.191324,0.006313
262,GLASSO,100,5.276194,1.723467,20.405244,4.905801
263,GLASSO,100,5.170881,1.717899,20.923918,0.85893
264,GLASSO,100,6.484967,2.042312,24.406213,550.802312
265,GLASSO,100,6.526507,2.026882,23.832589,730.648428
266,GLASSO,100,5.135456,1.706101,20.602166,2.810526
267,GLASSO,100,5.241624,1.767895,20.720154,1.519351
268,GLASSO,100,5.130185,1.682248,21.35516,2.62623
269,GLASSO,100,5.271552,1.785833,21.421023,1.538426
270,GLASSO,100,5.173832,1.78135,21.494763,27.984196
271,GLASSO,100,5.243528,1.736327,21.473039,0.790377
272,GLASSO,100,5.227666,1.755477,21.025138,0.526797
273,GLASSO,100,5.13993,1.690206,19.729648,0.669839
274,GLASSO,100,6.517608,2.078978,25.643862,501.439662
275,GLASSO,100,5.216739,1.752564,21.18604,0.95222
276,GLASSO,100,5.204753,1.728439,22.427811,13.768802
277,GLASSO,100,5.157626,1.746975,20.438796,6.013167
278,GLASSO,100,5.132837,1.671561,19.568202,4.549943
279,GLASSO,100,5.174013,1.715714,19.636646,0.637086
280,GLASSO,100,5.194876,1.715005,20.706674,0.024545
281,GLASSO,100,6.410386,2.051195,26.470072,284.743788
282,GLASSO,100,6.483928,2.077217,24.89491,462.929685
283,GLASSO,100,6.472219,2.056882,23.73699,568.060143
284,GLASSO,100,6.500354,2.104962,26.647758,350.132824
285,GLASSO,100,5.155029,1.714301,20.272736,0.360129
286,GLASSO,100,5.221124,1.718458,21.483671,10.40437
287,GLASSO,100,6.470949,2.070927,24.682377,510.746247
288,GLASSO,100,5.158646,1.772553,20.959732,4.902037
289,GLASSO,100,5.129432,1.705928,19.318356,7.682734
290,GLASSO,100,5.191748,1.722869,21.489849,4.380693
291,GLASSO,100,5.291317,1.816918,19.963507,8.052132
292,GLASSO,100,5.262053,1.76878,22.201403,0.112776
293,GLASSO,100,6.511241,2.075757,25.196847,476.827094
294,GLASSO,100,5.131464,1.724625,20.641956,0.284321
295,GLASSO,100,5.215259,1.736326,21.904278,8.516894
296,GLASSO,100,5.23628,1.765011,20.913739,3.961393
297,GLASSO,100,5.114456,1.65945,20.310996,0.185719
298,GLASSO,100,5.228643,1.768176,21.176339,0.53331
299,GLASSO,100,5.233245,1.78013,21.330489,0.321256
300,GLASSO,100,5.204096,1.737615,22.904903,5.023505
301,GLASSO-I,20,1.513785,0.765245,2.405175,13.080599
302,GLASSO-I,20,1.179354,0.673122,0.844572,0.041191
303,GLASSO-I,20,1.155041,0.597072,1.126035,1.751816
304,GLASSO-I,20,1.185943,0.581094,1.305108,3.875993
305,GLASSO-I,20,1.333284,0.78684,1.279549,0.789425
306,GLASSO-I,20,1.51378,0.89708,1.488364,1.012911
307,GLASSO-I,20,1.263651,0.622786,1.509914,3.239568
308,GLASSO-I,20,1.414966,0.730744,1.404979,2.200537
309,GLASSO-I,20,1.022683,0.512962,1.102209,3.129262
310,GLASSO-I,20,1.188885,0.634287,1.363583,2.56626
311,GLASSO-I,20,1.226277,0.740266,1.087257,1.876568
312,GLASSO-I,20,1.211027,0.64217,1.326264,2.970499
313,GLASSO-I,20,1.03385,0.505762,0.836703,0.330274
314,GLASSO-I,20,1.376699,0.682016,1.496098,1.059685
315,GLASSO-I,20,1.357686,0.742332,1.484963,1.829777
316,GLASSO-I,20,1.252133,0.672006,1.220509,2.205979
317,GLASSO-I,20,1.040632,0.509702,1.052511,0.017528
318,GLASSO-I,20,1.460822,0.735664,1.959062,6.340614
319,GLASSO-I,20,0.999727,0.578838,0.881705,1.210999
320,GLASSO-I,20,1.104166,0.532818,1.197693,1.464124
321,GLASSO-I,20,1.226414,0.522512,1.404612,3.419655
322,GLASSO-I,20,1.427968,0.821132,1.261529,0.611325
323,GLASSO-I,20,1.259749,0.550436,1.544083,8.299933
324,GLASSO-I,20,1.284744,0.60105,1.407221,1.871554
325,GLASSO-I,20,1.486314,0.72212,1.875124,7.759658
326,GLASSO-I,20,1.465097,0.721834,1.698639,4.170122
327,GLASSO-I,20,1.107026,0.540588,0.906082,0.129672
328,GLASSO-I,20,1.093248,0.624899,0.897855,0.563574
329,GLASSO-I,20,1.222065,0.631731,1.285643,0.12007
330,GLASSO-I,20,1.043154,0.466772,0.827537,0.015774
331,GLASSO-I,20,1.442602,0.727073,1.701317,2.644709
332,GLASSO-I,20,1.508669,0.728458,2.33235,14.09782
333,GLASSO-I,20,1.24471,0.630099,1.311873,1.744218
334,GLASSO-I,20,0.931131,0.640467,0.794482,0.849608
335,GLASSO-I,20,1.223213,0.495866,1.252904,3.543599
336,GLASSO-I,20,1.334052,0.597992,1.581819,4.194468
337,GLASSO-I,20,1.24056,0.753689,1.069957,0.091619
338,GLASSO-I,20,1.284438,0.552047,1.722878,8.952098
339,GLASSO-I,20,1.43818,0.708708,1.78037,5.869682
340,GLASSO-I,20,1.206777,0.707398,1.187703,1.967751
341,GLASSO-I,20,1.185904,0.518624,1.094772,1.026642
342,GLASSO-I,20,1.392017,0.944036,1.274483,1.86888
343,GLASSO-I,20,1.316517,0.654026,1.333663,2.100991
344,GLASSO-I,20,1.241086,0.756054,1.058196,1.257554
345,GLASSO-I,20,1.368993,0.595834,1.327411,1.509104
346,GLASSO-I,20,1.214419,0.719358,1.133779,2.121934
347,GLASSO-I,20,1.501129,0.804912,2.055689,6.072987
348,GLASSO-I,20,1.024596,0.524407,0.897168,1.244089
349,GLASSO-I,20,1.316532,0.784855,1.177858,0.162455
350,GLASSO-I,20,1.350397,0.791393,1.22278,0.668138
351,GLASSO-I,20,1.432446,0.608005,1.683562,3.937899
352,GLASSO-I,20,1.403556,0.641267,1.830485,3.840706
353,GLASSO-I,20,1.32486,0.577553,1.62426,2.165681
354,GLASSO-I,20,1.073229,0.563409,0.960485,0.554895
355,GLASSO-I,20,1.220398,0.683218,1.189366,1.126693
356,GLASSO-I,20,1.376621,0.708667,1.64345,4.704504
357,GLASSO-I,20,0.885218,0.391501,0.818592,0.061294
358,GLASSO-I,20,1.197119,0.628672,1.178103,4.763546
359,GLASSO-I,20,1.409653,0.696076,1.640688,3.74359
360,GLASSO-I,20,1.354068,0.657271,1.421783,4.424367
361,GLASSO-I,20,0.995716,0.54276,0.903875,1.096927
362,GLASSO-I,20,1.325729,0.603549,1.194723,1.103923
363,GLASSO-I,20,1.32734,0.636506,1.48328,2.212282
364,GLASSO-I,20,1.356559,0.851582,1.434289,2.259896
365,GLASSO-I,20,1.137076,0.663838,1.030162,0.018478
366,GLASSO-I,20,1.45274,0.676922,1.889952,7.376175
367,GLASSO-I,20,1.136609,0.652211,0.961227,1.247999
368,GLASSO-I,20,1.241748,0.612408,1.584777,4.610642
369,GLASSO-I,20,1.261561,0.632608,1.316971,3.826602
370,GLASSO-I,20,1.366376,0.659291,1.654432,8.016871
371,GLASSO-I,20,1.35569,0.613148,1.437291,2.841711
372,GLASSO-I,20,1.278381,0.647418,1.42646,0.663209
373,GLASSO-I,20,1.283715,0.7984,1.323304,2.332275
374,GLASSO-I,20,1.140139,0.516151,1.133984,1.946443
375,GLASSO-I,20,1.208801,0.682618,1.2392,4.365779
376,GLASSO-I,20,1.342266,0.802687,1.65498,4.98802
377,GLASSO-I,20,1.156031,0.592284,1.112495,3.150678
378,GLASSO-I,20,1.197767,0.650715,1.103063,0.893719
379,GLASSO-I,20,1.039312,0.686226,0.633132,0.46427
380,GLASSO-I,20,1.046784,0.562478,0.875253,0.388775
381,GLASSO-I,20,1.409069,0.711562,1.658963,4.563713
382,GLASSO-I,20,1.138795,0.561304,1.117949,2.643485
383,GLASSO-I,20,1.259544,0.725819,1.232479,3.272067
384,GLASSO-I,20,1.436932,0.716224,1.905015,6.051765
385,GLASSO-I,20,1.080563,0.485153,0.968046,1.267126
386,GLASSO-I,20,1.281526,0.68003,1.300527,5.427513
387,GLASSO-I,20,1.263296,0.637505,1.324132,1.244435
388,GLASSO-I,20,1.341873,0.656691,1.581237,6.479508
389,GLASSO-I,20,1.396269,0.851964,1.316941,2.23578
390,GLASSO-I,20,1.169163,0.679156,1.143051,2.390783
391,GLASSO-I,20,1.1474,0.554184,0.896031,0.000146
392,GLASSO-I,20,1.412349,0.639699,1.543869,1.598667
393,GLASSO-I,20,1.484471,0.671048,1.966663,5.296637
394,GLASSO-I,20,1.27638,0.738295,1.182123,1.512844
395,GLASSO-I,20,1.230861,0.549251,1.404745,4.571866
396,GLASSO-I,20,1.485632,0.713263,1.670761,2.640887
397,GLASSO-I,20,1.116993,0.64273,1.051958,1.208572
398,GLASSO-I,20,1.246187,0.50563,1.357216,2.917825
399,GLASSO-I,20,1.397277,0.6486,1.70445,4.494029
400,GLASSO-I,20,1.526697,0.77158,2.456119,6.669759
401,GLASSO-I,50,2.958901,1.092004,9.211017,76.937983
402,GLASSO-I,50,2.946073,1.125436,7.478668,54.337857
403,GLASSO-I,50,2.961622,1.120973,8.805051,82.62927
404,GLASSO-I,50,2.920986,1.049337,8.57023,87.261041
405,GLASSO-I,50,2.790799,0.971599,7.831618,62.81586
406,GLASSO-I,50,2.963561,1.043798,8.508121,71.215225
407,GLASSO-I,50,3.059218,1.014141,9.239894,108.812451
408,GLASSO-I,50,2.980098,1.17838,8.094539,53.323951
409,GLASSO-I,50,2.945979,0.998891,8.718789,96.737994
410,GLASSO-I,50,3.030643,1.08297,9.105778,85.875355
411,GLASSO-I,50,3.008204,1.154152,9.391471,117.584896
412,GLASSO-I,50,3.150093,1.158271,10.678031,155.280556
413,GLASSO-I,50,2.966686,1.19724,8.123559,75.063984
414,GLASSO-I,50,3.077736,1.172269,8.846332,57.383598
415,GLASSO-I,50,2.775548,1.007556,7.582946,57.235393
416,GLASSO-I,50,3.018812,1.109889,8.978476,96.354567
417,GLASSO-I,50,2.783773,0.989553,7.96827,56.792598
418,GLASSO-I,50,2.887416,1.134071,8.627946,76.421373
419,GLASSO-I,50,2.81169,1.006864,7.60717,67.392895
420,GLASSO-I,50,2.756067,0.948729,7.553026,60.439303
421,GLASSO-I,50,2.9885,1.050582,8.194849,67.405113
422,GLASSO-I,50,2.899475,1.024005,7.645983,62.390158
423,GLASSO-I,50,2.856135,1.005641,7.27351,37.715117
424,GLASSO-I,50,2.996186,1.013878,8.652248,71.497138
425,GLASSO-I,50,3.021465,1.09709,8.879939,90.281129
426,GLASSO-I,50,2.837792,0.999525,7.669831,63.885066
427,GLASSO-I,50,2.901002,1.084461,8.056145,64.430734
428,GLASSO-I,50,2.813465,1.00396,7.846648,75.981472
429,GLASSO-I,50,2.92814,1.124601,7.623056,28.611279
430,GLASSO-I,50,2.772384,0.960529,6.756877,30.473167
431,GLASSO-I,50,2.925626,1.028012,9.028163,94.713357
432,GLASSO-I,50,3.010415,1.10381,8.960067,104.804676
433,GLASSO-I,50,2.806885,1.019007,7.761143,69.768201
434,GLASSO-I,50,2.765665,0.969568,7.23706,60.157229
435,GLASSO-I,50,3.172525,1.199138,9.095372,76.811667
436,GLASSO-I,50,3.224094,1.091077,10.742156,131.987097
437,GLASSO-I,50,2.828642,1.000349,7.679723,58.213537
438,GLASSO-I,50,2.956713,1.035964,8.311912,100.577759
439,GLASSO-I,50,2.901403,1.008076,8.346399,93.172258
440,GLASSO-I,50,3.052831,1.047328,8.505432,79.201815
441,GLASSO-I,50,3.119785,1.217943,9.559294,105.53462
442,GLASSO-I,50,3.076089,1.194796,10.132404,144.968863
443,GLASSO-I,50,2.990306,0.945583,8.669554,84.761094
444,GLASSO-I,50,2.905533,1.078019,7.46178,55.87893
445,GLASSO-I,50,2.885034,1.019809,7.540316,48.887054
446,GLASSO-I,50,2.736068,0.990541,6.894852,38.47623
447,GLASSO-I,50,2.801651,1.159281,8.101088,75.705909
448,GLASSO-I,50,2.943365,1.018355,8.2623,88.676617
449,GLASSO-I,50,2.8296,1.198623,7.362629,38.790564
450,GLASSO-I,50,2.753972,1.028368,7.524324,66.823825
451,GLASSO-I,50,3.236465,1.194306,10.223057,122.536835
452,GLASSO-I,50,2.771078,0.926528,8.650052,87.045996
453,GLASSO-I,50,2.887406,1.062464,8.030357,70.84685
454,GLASSO-I,50,3.004948,1.031205,8.902818,91.454416
