"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"1" 1.23456790123457 -0.123456790123457 -0.123456790123457 -0.123456790123457 -0.123456790123457 -0.123456790123457 -0.123456790123457 -0.123456790123457 -0.123456790123457 -0.123456790123457 -0.123456790123457 -0.123456790123457 -0.123456790123457 -0.123456790123457 -0.123456790123457 -0.123456790123457 -0.123456790123457 -0.123456790123457 -0.123456790123457 -0.123456790123457
"2" -0.123456790123457 1.01234567901234 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457
"3" -0.123456790123457 0.0123456790123457 1.01234567901235 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457
"4" -0.123456790123457 0.0123456790123457 0.0123456790123457 1.01234567901235 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457
"5" -0.123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 1.01234567901234 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457
"6" -0.123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 1.01234567901234 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457
"7" -0.123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 1.01234567901235 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457
"8" -0.123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 1.01234567901235 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457
"9" -0.123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 1.01234567901234 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457
"10" -0.123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 1.01234567901235 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457
"11" -0.123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 1.01234567901235 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457 0.0123456790123457
