"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"1" 1.49075255102041 -0.0717474489795924 -0.0717474489795923 -0.071747448979592 -0.0717474489795919 -0.0717474489795918 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 -0.0717474489795918 -0.0717474489795918 -0.0717474489795919 -0.0717474489795918 -0.0717474489795919 -0.0717474489795917 -0.0717474489795917 -0.0717474489795917 -0.0717474489795917 -0.0717474489795917
"2" -0.071747448979592 1.49075255102041 -0.0717474489795924 -0.071747448979592 -0.0717474489795918 -0.0717474489795917 -0.0717474489795918 -0.0717474489795919 -0.0717474489795918 -0.0717474489795917 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795919 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795919 -0.0717474489795919
"3" -0.0717474489795919 -0.0717474489795919 1.49075255102041 -0.071747448979592 -0.0717474489795918 -0.0717474489795917 -0.0717474489795918 -0.071747448979592 -0.0717474489795918 -0.0717474489795917 -0.0717474489795918 -0.0717474489795918 -0.0717474489795917 -0.0717474489795918 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919
"4" -0.0717474489795918 -0.0717474489795918 -0.0717474489795917 1.49075255102041 -0.0717474489795918 -0.0717474489795917 -0.0717474489795918 -0.071747448979592 -0.0717474489795918 -0.0717474489795918 -0.0717474489795917 -0.0717474489795918 -0.0717474489795918 -0.0717474489795919 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918
"5" -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 1.49075255102041 -0.0717474489795917 -0.0717474489795918 -0.071747448979592 -0.0717474489795918 -0.0717474489795917 -0.0717474489795917 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918
"6" -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 1.49075255102041 -0.0717474489795918 -0.071747448979592 -0.0717474489795918 -0.0717474489795917 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918
"7" -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 1.49075255102041 -0.0717474489795919 -0.0717474489795918 -0.0717474489795917 -0.0717474489795918 -0.0717474489795918 -0.0717474489795917 -0.0717474489795918 -0.0717474489795919 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918
"8" -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 1.49075255102041 -0.0717474489795918 -0.0717474489795917 -0.0717474489795917 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795919 -0.0717474489795919
"9" -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 1.49075255102041 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795919 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918
"10" -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 1.49075255102041 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795919 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918
"11" -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795919 -0.0717474489795918 1.49075255102041 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919
"12" -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 1.49075255102041 -0.0717474489795918 -0.0717474489795918 -0.0717474489795919 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918
"13" -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 1.49075255102041 -0.0717474489795918 -0.0717474489795919 -0.0717474489795918 -0.0717474489795918 -0.0717474489795919 -0.0717474489795918 -0.0717474489795918
"14" -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 1.49075255102041 -0.0717474489795919 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918
"15" -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 -0.0717474489795919 -0.0717474489795918 -0.0717474489795919 -0.0717474489795918 -0.0717474489795918 -0.0717474489795918 1.49075255102041 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919 -0.0717474489795919
