"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50"
"1" 1.04174190961869 -0.20836282957231 -0.00173359260569252 0.00902915424277358 -0.00173371782869276 -2.94743251025275e-05 7.81387346563767e-05 -1.44006450284551e-05 -3.75687061739946e-07 6.75212840721837e-07 -1.19397174211631e-07 -4.25480983291209e-09 5.82626258608932e-09 -9.8803677132768e-10 -4.51574194034412e-11 5.02032826746905e-11 -8.1596577383434e-12 -4.59909830659118e-13 4.31998641869148e-13 -6.72414258413098e-14 -4.55202588316684e-15 3.71239676195705e-15 -5.5284939321346e-16 -4.4116825714882e-17 3.18610322925081e-17 -4.53431448024012e-18 -4.20713123632344e-19 2.73091876506032e-19 -3.70911830290925e-20 -3.9608991034862e-21 2.33781234693015e-21 -3.02545508064708e-22 -3.69025864066597e-23 1.99880024864548e-23 -2.46015887239176e-24 -3.40827701403908e-25 1.70684291199476e-25 -1.99370453956379e-26 -3.12467359739876e-27 1.45574828447236e-27 -1.60965708678596e-28 -2.84651857841838e-29 1.24008209227909e-29 -1.29420108873769e-30 -2.5788002656795e-31 1.05508521511411e-31 -1.03574224607328e-32 -2.3247039041622e-33 8.96500050029643e-34 -8.63118538394405e-35
"2" -0.20836282957231 1.08341736526324 -0.208016087008425 -0.00353954867724749 0.0093759218529954 -0.00172782255490048 -4.51031557196636e-05 8.10190633808816e-05 -1.43255024058006e-05 -5.10738994236217e-07 6.9909393145263e-07 -1.18546153236193e-07 -5.42014315305585e-09 6.02388364318078e-09 -9.79004661170445e-10 -5.51987721946964e-11 5.18353273865377e-11 -8.06766939384132e-12 -5.46315550310158e-13 4.45447859591319e-13 -6.63309575338092e-14 -5.29455672182686e-15 3.8229743079247e-15 -5.44025416225661e-16 -5.04894740457836e-17 3.27679580737886e-17 -4.45016602075237e-18 -4.75335286374013e-19 2.80510627519855e-19 -3.62989482757121e-20 -4.42849399538582e-21 2.39832564446834e-21 -2.95164478990968e-22 -4.09004641123772e-23 2.0480068380239e-23 -2.39198860525992e-24 -3.74966926820004e-25 1.74671976780319e-25 -1.93120673408698e-26 -3.41584344368893e-27 1.48794365859977e-27 -1.55272276745419e-28 -3.09455219525447e-29 1.26596790882848e-29 -1.24262150047878e-30 -2.78983196582622e-31 1.07580006003557e-31 -9.89170134310217e-33 -2.50415998152777e-33 8.96500050029642e-34
"3" -0.00173359260569252 -0.208016087008425 1.08342025018444 -0.208031112683102 -0.00353666354765787 0.00937597090206559 -0.0017279525878111 -4.507919119303e-05 8.10196885725018e-05 -1.43266260468648e-05 -5.10540301972381e-07 6.99101012003769e-07 -1.18555848886954e-07 -5.41849893271192e-09 6.02395879093825e-09 -9.79088205893781e-10 -5.51851934741038e-11 5.18360927356845e-11 -8.06838829517791e-12 -5.46203651923851e-13 4.45455434748217e-13 -6.63371354397919e-14 -5.29363670928701e-15 3.82304772400035e-15 -5.44078437083785e-16 -5.048192836294e-17 3.27686581945704e-17 -4.45062048078072e-18 -4.75273561871963e-19 2.80517218965715e-19 -3.63028386963246e-20 -4.42799052072398e-21 2.39838705512133e-21 -2.95197741599483e-22 -4.08963700914007e-23 2.04806355613973e-23 -2.39227264588687e-24 -3.74933749010646e-25 1.74677176639318e-25 -1.93144898933643e-26 -3.41557557603393e-27 1.48799102833169e-27 -1.55292913307048e-28 -3.09433682229816e-29 1.26601081665926e-29 -1.24279705487215e-30 -2.78964468499464e-31 1.07576104319566e-31 -9.8917013431022e-33 -2.3247039041622e-33
"4" 0.00902915424277358 -0.00353954867724748 -0.208031112683102 1.08349850913283 -0.208046139443132 -0.00353691901230329 0.0093766481587652 -0.00172807740341461 -4.50824474087935e-05 8.10255408866204e-05 -1.43276609053957e-05 -5.1057717994945e-07 6.99151510330718e-07 -1.18564412559322e-07 -5.41889032841295e-09 6.02439392096286e-09 -9.79158928601207e-10 -5.51891796790942e-11 5.18398370242978e-11 -8.06897110095717e-12 -5.46243105980021e-13 4.45487611434846e-13 -6.63419271856152e-14 -5.29401908578583e-15 3.82332387510097e-15 -5.44117737628814e-16 -5.04855748358813e-17 3.27710251807238e-17 -4.4509419634911e-18 -4.75307892418345e-19 2.80537481631618e-19 -3.63054609677649e-20 -4.42831036879916e-21 2.39856029837457e-21 -2.95219064687011e-22 -4.08993241684689e-23 2.04821149439371e-23 -2.39244544747655e-24 -3.74960831687852e-25 1.74689794136683e-25 -1.93158850414315e-26 -3.41582229410205e-27 1.4880985107349e-27 -1.55304130648522e-28 -3.09456031881539e-29 1.26610225813693e-29 -1.24289069528794e-30 -2.78964468499464e-31 1.07580006003557e-31 -1.03574224607328e-32
"5" -0.00173371782869276 0.0093759218529954 -0.00353666354765788 -0.208046139443132 1.08350139447082 -0.208046090390518 -0.0035370490546066 0.00937667212502287 -0.00172807677817783 -4.50835711310219e-05 8.10257395932364e-05 -1.43276538243331e-05 -5.10586876300558e-07 6.9915315466983e-07 -1.18564337406136e-07 -5.41897387917099e-09 6.02440750066429e-09 -9.79158163196777e-10 -5.51898986323594e-11 5.18399489307669e-11 -8.0689635252531e-12 -5.46249284332253e-13 4.45488531513841e-13 -6.63418537642365e-14 -5.29407211047383e-15 3.82333142132887e-15 -5.4411703745746e-16 -5.04860293287368e-17 3.27710869096844e-17 -4.45093537156912e-18 -4.75311783119975e-19 2.80537985142647e-19 -3.6305399552676e-20 -4.42834363381034e-21 2.39856439269127e-21 -2.95218497464884e-22 -4.0899608229613e-23 2.0482148124143e-23 -2.39244024724195e-24 -3.74963254415335e-25 1.74690062023685e-25 -1.93158376682706e-26 -3.41584293215839e-27 1.48810066446447e-27 -1.55303700695084e-28 -3.09457790736407e-29 1.26610225813693e-29 -1.24279705487215e-30 -2.78983196582621e-31 1.0550852151141e-31
"6" -2.94743251025274e-05 -0.00172782255490048 0.00937597090206559 -0.00353691901230329 -0.208046090390518 1.08350139530475 -0.208046092601322 -0.00353704864716471 0.0093766721356523 -0.00172807679728184 -4.50835677528807e-05 8.1025739713619e-05 -1.43276539891773e-05 -5.1058684834573e-07 6.99153155947482e-07 -1.18564338826553e-07 -5.41897364830726e-09 6.02440751367666e-09 -9.79158175419448e-10 -5.5189896729877e-11 5.18399490595587e-11 -8.06896363028909e-12 -5.46249268690315e-13 4.45488532762052e-13 -6.63418546656905e-14 -5.29407198218307e-15 3.82333143323223e-15 -5.44117045184133e-16 -5.04860282793045e-17 3.27710870217513e-17 -4.45093543771356e-18 -4.75311774559961e-19 2.80537986186743e-19 -3.63054001182028e-20 -4.42834356420431e-21 2.39856440233441e-21 -2.95218502294107e-22 -4.08996076655281e-23 2.04821482125503e-23 -2.39244028842989e-24 -3.7496324986107e-25 1.74690062828991e-25 -1.93158380190928e-26 -3.41584289408264e-27 1.48810066384678e-27 -1.55303700695084e-28 -3.0945603188154e-29 1.26601081665926e-29 -1.24262150047878e-30 -2.5788002656795e-31
"7" 7.81387346563767e-05 -4.51031557196637e-05 -0.0017279525878111 0.0093766481587652 -0.0035370490546066 -0.208046092601322 1.08350140116576 -0.208046093681482 -0.00353704867534416 0.00937667218629851 -0.00172807680623756 -4.50835680720245e-05 8.1025740150634e-05 -1.43276540632878e-05 -5.10586851732887e-07 6.99153159713119e-07 -1.18564339438591e-07 -5.41897368280408e-09 6.02440754607991e-09 -9.79158180463077e-10 -5.51898970713143e-11 5.18399493380173e-11 -8.06896367175709e-12 -5.4624927199942e-13 4.45488535151877e-13 -6.63418550057993e-14 -5.29407201373982e-15 3.82333145371624e-15 -5.4411704796626e-16 -5.04860285764027e-17 3.27710871971054e-17 -4.45093546040683e-18 -4.75311777327942e-19 2.80537987685999e-19 -3.63054003027338e-20 -4.42834358976903e-21 2.39856441513706e-21 -2.9521850378954e-22 -4.08996078999029e-23 2.04821483217427e-23 -2.3924403005036e-24 -3.74963251996013e-25 1.74690063759056e-25 -1.93158381197328e-26 -3.41584289408264e-27 1.48810066446447e-27 -1.55304130648522e-28 -3.09433682229816e-29 1.26596790882848e-29 -1.29420108873769e-30
"8" -1.44006450284551e-05 8.10190633808816e-05 -4.507919119303e-05 -0.00172807740341461 0.00937667212502287 -0.00353704864716471 -0.208046093681482 1.08350140136483 -0.208046093676289 -0.00353704868467805 0.00937667218794901 -0.00172807680617874 -4.50835681525645e-05 8.10257401642922e-05 -1.43276540626635e-05 -5.10586852426878e-07 6.99153159825915e-07 -1.18564339432233e-07 -5.41897368877586e-09 6.02440754700943e-09 -9.79158180400151e-10 -5.5189897122633e-11 5.18399493456597e-11 -8.06896367114723e-12 -5.46249272439854e-13 4.45488535214558e-13 -6.63418549999835e-14 -5.29407201751494e-15 3.82333145422898e-15 -5.44117047911506e-16 -5.04860286087197e-17 3.27710872012877e-17 -4.4509354598967e-18 -4.75311777604248e-19 2.80537987720007e-19 -3.63054002980223e-20 -4.42834359212851e-21 2.39856441541266e-21 -2.95218503746346e-22 -4.08996079200266e-23 2.04821483239677e-23 -2.39244030010927e-24 -3.74963252167904e-25 1.74690063759056e-25 -1.93158380190928e-26 -3.41584293215839e-27 1.4880985107349e-27 -1.55292913307048e-28 -3.09455219525447e-29 1.24008209227909e-29
"9" -3.75687061739945e-07 -1.43255024058006e-05 8.10196885725018e-05 -4.50824474087934e-05 -0.00172807677817783 0.0093766721356523 -0.00353704867534416 -0.208046093676289 1.08350140136496 -0.208046093676532 -0.00353704868463498 0.00937667218795054 -0.00172807680618084 -4.50835681522082e-05 8.10257401643085e-05 -1.43276540626816e-05 -5.10586852423935e-07 6.9915315982608e-07 -1.18564339432389e-07 -5.41897368875161e-09 6.02440754701107e-09 -9.7915818040149e-10 -5.51898971224336e-11 5.18399493456756e-11 -8.06896367115872e-12 -5.46249272438219e-13 4.45488535214709e-13 -6.6341855000082e-14 -5.29407201750156e-15 3.82333145423041e-15 -5.44117047912349e-16 -5.04860286086106e-17 3.2771087201301e-17 -4.45093545990391e-18 -4.75311777603361e-19 2.8053798772013e-19 -3.63054002980839e-20 -4.42834359212132e-21 2.39856441541379e-21 -2.95218503746871e-22 -4.08996079199671e-23 2.048214832397e-23 -2.39244030010927e-24 -3.74963251996013e-25 1.74690062828991e-25 -1.93158376682706e-26 -3.41582229410205e-27 1.48799102833169e-27 -1.55272276745419e-28 -2.84651857841837e-29
"10" 6.75212840721837e-07 -5.10738994236216e-07 -1.43266260468648e-05 8.10255408866204e-05 -4.50835711310218e-05 -0.00172807679728184 0.00937667218629851 -0.00353704868467805 -0.208046093676532 1.0835014013654 -0.20804609367661 -0.00353704868463775 0.00937667218795432 -0.00172807680618148 -4.50835681522375e-05 8.10257401643411e-05 -1.43276540626869e-05 -5.10586852424233e-07 6.9915315982636e-07 -1.18564339432432e-07 -5.41897368875457e-09 6.02440754701348e-09 -9.79158180401849e-10 -5.51898971224622e-11 5.18399493456963e-11 -8.06896367116166e-12 -5.46249272438492e-13 4.45488535214886e-13 -6.6341855000106e-14 -5.29407201750413e-15 3.82333145423192e-15 -5.44117047912545e-16 -5.04860286086345e-17 3.27710872013139e-17 -4.4509354599055e-18 -4.75311777603582e-19 2.80537987720241e-19 -3.63054002980968e-20 -4.42834359212334e-21 2.39856441541474e-21 -2.95218503746979e-22 -4.08996079199671e-23 2.04821483239677e-23 -2.3924403005036e-24 -3.74963249861069e-25 1.74690062023686e-25 -1.93158850414315e-26 -3.41557557603393e-27 1.48794365859977e-27 -1.60965708678596e-28
