"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50"
"11" -1.19397174211631e-07 6.9909393145263e-07 -5.10540301972381e-07 -1.43276609053957e-05 8.10257395932364e-05 -4.50835677528807e-05 -0.00172807680623755 0.009376672187949 -0.00353704868463499 -0.20804609367661 1.08350140136541 -0.208046093676609 -0.00353704868463841 0.00937667218795443 -0.00172807680618148 -4.50835681522432e-05 8.1025740164342e-05 -1.43276540626869e-05 -5.10586852424283e-07 6.99153159826368e-07 -1.18564339432432e-07 -5.41897368875499e-09 6.02440754701354e-09 -9.79158180401844e-10 -5.51898971224659e-11 5.18399493456968e-11 -8.06896367116161e-12 -5.46249272438523e-13 4.45488535214891e-13 -6.63418550001056e-14 -5.2940720175044e-15 3.82333145423196e-15 -5.44117047912541e-16 -5.04860286086368e-17 3.27710872013142e-17 -4.45093545990546e-18 -4.75311777603602e-19 2.80537987720243e-19 -3.63054002980964e-20 -4.42834359212351e-21 2.39856441541473e-21 -2.95218503746871e-22 -4.08996079200265e-23 2.04821483217427e-23 -2.39244028842989e-24 -3.74963254415334e-25 1.74689794136683e-25 -1.93144898933643e-26 -3.41584344368892e-27 1.45574828447236e-27
"12" -4.25480983291209e-09 -1.18546153236193e-07 6.99101012003769e-07 -5.10577179949452e-07 -1.43276538243331e-05 8.1025739713619e-05 -4.50835680720247e-05 -0.00172807680617874 0.00937667218795054 -0.00353704868463775 -0.208046093676609 1.08350140136541 -0.208046093676609 -0.00353704868463841 0.00937667218795443 -0.00172807680618148 -4.50835681522432e-05 8.1025740164342e-05 -1.43276540626869e-05 -5.10586852424282e-07 6.99153159826368e-07 -1.18564339432432e-07 -5.41897368875499e-09 6.02440754701354e-09 -9.79158180401844e-10 -5.51898971224659e-11 5.18399493456968e-11 -8.06896367116162e-12 -5.46249272438523e-13 4.45488535214891e-13 -6.63418550001056e-14 -5.2940720175044e-15 3.82333145423196e-15 -5.44117047912541e-16 -5.04860286086368e-17 3.27710872013142e-17 -4.45093545990546e-18 -4.75311777603601e-19 2.80537987720243e-19 -3.63054002980965e-20 -4.42834359212334e-21 2.39856441541379e-21 -2.95218503746347e-22 -4.08996078999028e-23 2.04821482125503e-23 -2.39244024724195e-24 -3.74960831687851e-25 1.74677176639318e-25 -1.93120673408699e-26 -3.12467359739876e-27
"13" 5.82626258608932e-09 -5.42014315305587e-09 -1.18555848886954e-07 6.99151510330718e-07 -5.10586876300559e-07 -1.43276539891773e-05 8.1025740150634e-05 -4.50835681525646e-05 -0.00172807680618084 0.00937667218795432 -0.00353704868463842 -0.208046093676609 1.08350140136541 -0.208046093676609 -0.00353704868463841 0.00937667218795443 -0.00172807680618148 -4.50835681522432e-05 8.1025740164342e-05 -1.43276540626869e-05 -5.10586852424282e-07 6.99153159826368e-07 -1.18564339432432e-07 -5.41897368875499e-09 6.02440754701354e-09 -9.79158180401844e-10 -5.51898971224659e-11 5.18399493456968e-11 -8.06896367116162e-12 -5.46249272438523e-13 4.45488535214891e-13 -6.63418550001056e-14 -5.2940720175044e-15 3.82333145423196e-15 -5.44117047912541e-16 -5.04860286086368e-17 3.27710872013142e-17 -4.45093545990546e-18 -4.75311777603601e-19 2.80537987720243e-19 -3.63054002980968e-20 -4.42834359212131e-21 2.39856441541267e-21 -2.95218503789541e-22 -4.0899607665528e-23 2.0482148124143e-23 -2.39244544747656e-24 -3.74933749010646e-25 1.74671976780319e-25 -1.9937045395638e-26
"14" -9.8803677132768e-10 6.02388364318078e-09 -5.41849893271193e-09 -1.18564412559322e-07 6.99153154669829e-07 -5.1058684834573e-07 -1.43276540632878e-05 8.10257401642922e-05 -4.50835681522083e-05 -0.00172807680618148 0.00937667218795443 -0.00353704868463841 -0.208046093676609 1.08350140136541 -0.208046093676609 -0.00353704868463841 0.00937667218795443 -0.00172807680618148 -4.50835681522432e-05 8.1025740164342e-05 -1.43276540626869e-05 -5.10586852424282e-07 6.99153159826368e-07 -1.18564339432432e-07 -5.41897368875499e-09 6.02440754701354e-09 -9.79158180401844e-10 -5.51898971224659e-11 5.18399493456968e-11 -8.06896367116162e-12 -5.46249272438523e-13 4.45488535214891e-13 -6.63418550001056e-14 -5.2940720175044e-15 3.82333145423196e-15 -5.44117047912541e-16 -5.04860286086368e-17 3.27710872013142e-17 -4.45093545990546e-18 -4.75311777603601e-19 2.80537987720241e-19 -3.63054002980839e-20 -4.4283435921285e-21 2.39856441513706e-21 -2.95218502294107e-22 -4.0899608229613e-23 2.04821149439371e-23 -2.39227264588687e-24 -3.74966926820003e-25 1.70684291199476e-25
"15" -4.51574194034413e-11 -9.79004661170444e-10 6.02395879093825e-09 -5.41889032841296e-09 -1.18564337406136e-07 6.99153155947482e-07 -5.10586851732889e-07 -1.43276540626635e-05 8.10257401643085e-05 -4.50835681522376e-05 -0.00172807680618147 0.00937667218795443 -0.00353704868463841 -0.208046093676609 1.08350140136541 -0.208046093676609 -0.00353704868463841 0.00937667218795443 -0.00172807680618148 -4.50835681522432e-05 8.1025740164342e-05 -1.43276540626869e-05 -5.10586852424282e-07 6.99153159826368e-07 -1.18564339432432e-07 -5.41897368875499e-09 6.02440754701354e-09 -9.79158180401844e-10 -5.51898971224659e-11 5.18399493456968e-11 -8.06896367116162e-12 -5.46249272438523e-13 4.45488535214891e-13 -6.63418550001056e-14 -5.2940720175044e-15 3.82333145423196e-15 -5.44117047912541e-16 -5.04860286086368e-17 3.27710872013142e-17 -4.45093545990546e-18 -4.75311777603582e-19 2.8053798772013e-19 -3.63054002980224e-20 -4.42834358976903e-21 2.39856440233441e-21 -2.95218497464884e-22 -4.08993241684689e-23 2.04806355613973e-23 -2.39198860525992e-24 -3.40827701403907e-25
"16" 5.02032826746905e-11 -5.51987721946964e-11 -9.7908820589378e-10 6.02439392096286e-09 -5.41897387917100e-09 -1.18564338826553e-07 6.99153159713118e-07 -5.10586852426879e-07 -1.43276540626816e-05 8.10257401643411e-05 -4.50835681522433e-05 -0.00172807680618147 0.00937667218795443 -0.00353704868463841 -0.208046093676609 1.08350140136541 -0.208046093676609 -0.00353704868463841 0.00937667218795443 -0.00172807680618148 -4.50835681522432e-05 8.1025740164342e-05 -1.43276540626869e-05 -5.10586852424282e-07 6.99153159826368e-07 -1.18564339432432e-07 -5.41897368875499e-09 6.02440754701354e-09 -9.79158180401844e-10 -5.51898971224659e-11 5.18399493456968e-11 -8.06896367116162e-12 -5.46249272438523e-13 4.45488535214891e-13 -6.63418550001056e-14 -5.2940720175044e-15 3.82333145423196e-15 -5.44117047912541e-16 -5.04860286086368e-17 3.27710872013142e-17 -4.4509354599055e-18 -4.75311777603361e-19 2.80537987720007e-19 -3.63054003027338e-20 -4.4283435642043e-21 2.39856439269127e-21 -2.95219064687012e-22 -4.08963700914007e-23 2.0480068380239e-23 -2.46015887239177e-24
"17" -8.15965773834339e-12 5.18353273865377e-11 -5.5185193474104e-11 -9.79158928601206e-10 6.02440750066428e-09 -5.41897364830727e-09 -1.18564339438591e-07 6.99153159825914e-07 -5.10586852423936e-07 -1.43276540626869e-05 8.1025740164342e-05 -4.50835681522433e-05 -0.00172807680618147 0.00937667218795443 -0.00353704868463841 -0.208046093676609 1.08350140136541 -0.208046093676609 -0.00353704868463841 0.00937667218795443 -0.00172807680618148 -4.50835681522432e-05 8.1025740164342e-05 -1.43276540626869e-05 -5.10586852424282e-07 6.99153159826368e-07 -1.18564339432432e-07 -5.41897368875499e-09 6.02440754701354e-09 -9.79158180401844e-10 -5.51898971224659e-11 5.18399493456968e-11 -8.06896367116162e-12 -5.46249272438523e-13 4.45488535214891e-13 -6.63418550001056e-14 -5.2940720175044e-15 3.82333145423196e-15 -5.44117047912541e-16 -5.04860286086368e-17 3.27710872013139e-17 -4.45093545990391e-18 -4.75311777604248e-19 2.80537987685999e-19 -3.63054001182028e-20 -4.42834363381034e-21 2.39856029837457e-21 -2.95197741599484e-22 -4.09004641123771e-23 1.99880024864548e-23
"18" -4.5990983065912e-13 -8.06766939384131e-12 5.18360927356845e-11 -5.51891796790944e-11 -9.79158163196776e-10 6.02440751367665e-09 -5.4189736828041e-09 -1.18564339432233e-07 6.9915315982608e-07 -5.10586852424235e-07 -1.43276540626869e-05 8.1025740164342e-05 -4.50835681522433e-05 -0.00172807680618147 0.00937667218795443 -0.00353704868463841 -0.208046093676609 1.08350140136541 -0.208046093676609 -0.00353704868463841 0.00937667218795443 -0.00172807680618148 -4.50835681522432e-05 8.1025740164342e-05 -1.43276540626869e-05 -5.10586852424282e-07 6.99153159826368e-07 -1.18564339432432e-07 -5.41897368875499e-09 6.02440754701354e-09 -9.79158180401844e-10 -5.51898971224659e-11 5.18399493456968e-11 -8.06896367116162e-12 -5.46249272438523e-13 4.45488535214891e-13 -6.63418550001056e-14 -5.2940720175044e-15 3.82333145423196e-15 -5.44117047912541e-16 -5.04860286086345e-17 3.2771087201301e-17 -4.4509354598967e-18 -4.75311777327941e-19 2.80537986186743e-19 -3.63053995526761e-20 -4.42831036879916e-21 2.39838705512134e-21 -2.95164478990969e-22 -3.69025864066596e-23
"19" 4.31998641869148e-13 -5.46315550310159e-13 -8.06838829517791e-12 5.18398370242978e-11 -5.51898986323595e-11 -9.79158175419447e-10 6.02440754607991e-09 -5.41897368877587e-09 -1.18564339432389e-07 6.9915315982636e-07 -5.10586852424284e-07 -1.43276540626869e-05 8.1025740164342e-05 -4.50835681522433e-05 -0.00172807680618147 0.00937667218795443 -0.00353704868463841 -0.208046093676609 1.08350140136541 -0.208046093676609 -0.00353704868463841 0.00937667218795443 -0.00172807680618148 -4.50835681522432e-05 8.1025740164342e-05 -1.43276540626869e-05 -5.10586852424282e-07 6.99153159826368e-07 -1.18564339432432e-07 -5.41897368875499e-09 6.02440754701354e-09 -9.79158180401844e-10 -5.51898971224659e-11 5.18399493456968e-11 -8.06896367116162e-12 -5.46249272438523e-13 4.45488535214891e-13 -6.63418550001056e-14 -5.2940720175044e-15 3.82333145423196e-15 -5.44117047912545e-16 -5.04860286086106e-17 3.27710872012877e-17 -4.45093546040683e-18 -4.7531177455996e-19 2.80537985142647e-19 -3.6305460967765e-20 -4.42799052072398e-21 2.39832564446834e-21 -3.02545508064708e-22
"20" -6.72414258413098e-14 4.45447859591319e-13 -5.46203651923852e-13 -8.06897110095717e-12 5.18399489307668e-11 -5.5189896729877e-11 -9.79158180463076e-10 6.02440754700943e-09 -5.41897368875162e-09 -1.18564339432432e-07 6.99153159826368e-07 -5.10586852424284e-07 -1.43276540626869e-05 8.1025740164342e-05 -4.50835681522433e-05 -0.00172807680618147 0.00937667218795443 -0.00353704868463841 -0.208046093676609 1.08350140136541 -0.208046093676609 -0.00353704868463841 0.00937667218795443 -0.00172807680618148 -4.50835681522432e-05 8.1025740164342e-05 -1.43276540626869e-05 -5.10586852424282e-07 6.99153159826368e-07 -1.18564339432432e-07 -5.41897368875499e-09 6.02440754701354e-09 -9.79158180401844e-10 -5.51898971224659e-11 5.18399493456968e-11 -8.06896367116162e-12 -5.46249272438523e-13 4.45488535214891e-13 -6.63418550001056e-14 -5.2940720175044e-15 3.82333145423192e-15 -5.44117047912349e-16 -5.04860286087196e-17 3.27710871971054e-17 -4.45093543771356e-18 -4.75311783119974e-19 2.80537481631618e-19 -3.63028386963247e-20 -4.42849399538581e-21 2.33781234693015e-21
"21" -4.55202588316685e-15 -6.63309575338091e-14 4.45455434748217e-13 -5.46243105980022e-13 -8.06896352525309e-12 5.18399490595587e-11 -5.51898970713144e-11 -9.7915818040015e-10 6.02440754701107e-09 -5.41897368875459e-09 -1.18564339432432e-07 6.99153159826368e-07 -5.10586852424284e-07 -1.43276540626869e-05 8.1025740164342e-05 -4.50835681522433e-05 -0.00172807680618147 0.00937667218795443 -0.00353704868463841 -0.208046093676609 1.08350140136541 -0.208046093676609 -0.00353704868463841 0.00937667218795443 -0.00172807680618148 -4.50835681522432e-05 8.1025740164342e-05 -1.43276540626869e-05 -5.10586852424282e-07 6.99153159826368e-07 -1.18564339432432e-07 -5.41897368875499e-09 6.02440754701354e-09 -9.79158180401844e-10 -5.51898971224659e-11 5.18399493456968e-11 -8.06896367116162e-12 -5.46249272438523e-13 4.45488535214891e-13 -6.63418550001056e-14 -5.29407201750413e-15 3.82333145423041e-15 -5.44117047911506e-16 -5.04860285764026e-17 3.27710870217513e-17 -4.45093537156912e-18 -4.75307892418344e-19 2.80517218965716e-19 -3.62989482757121e-20 -3.96089910348619e-21
"22" 3.71239676195705e-15 -5.29455672182687e-15 -6.63371354397919e-14 4.45487611434846e-13 -5.46249284332254e-13 -8.06896363028908e-12 5.18399493380173e-11 -5.51898971226331e-11 -9.79158180401489e-10 6.02440754701348e-09 -5.418973688755e-09 -1.18564339432432e-07 6.99153159826368e-07 -5.10586852424284e-07 -1.43276540626869e-05 8.1025740164342e-05 -4.50835681522433e-05 -0.00172807680618147 0.00937667218795443 -0.00353704868463841 -0.208046093676609 1.08350140136541 -0.208046093676609 -0.00353704868463841 0.00937667218795443 -0.00172807680618148 -4.50835681522432e-05 8.1025740164342e-05 -1.43276540626869e-05 -5.10586852424282e-07 6.99153159826368e-07 -1.18564339432432e-07 -5.41897368875499e-09 6.02440754701354e-09 -9.79158180401844e-10 -5.51898971224659e-11 5.18399493456968e-11 -8.06896367116162e-12 -5.46249272438523e-13 4.45488535214891e-13 -6.6341855000106e-14 -5.29407201750156e-15 3.82333145422898e-15 -5.4411704796626e-16 -5.04860282793044e-17 3.27710869096844e-17 -4.4509419634911e-18 -4.75273561871963e-19 2.80510627519855e-19 -3.70911830290925e-20
"23" -5.52849393213459e-16 3.8229743079247e-15 -5.29363670928702e-15 -6.63419271856151e-14 4.45488531513841e-13 -5.46249268690316e-13 -8.06896367175708e-12 5.18399493456597e-11 -5.51898971224337e-11 -9.79158180401847e-10 6.02440754701354e-09 -5.418973688755e-09 -1.18564339432432e-07 6.99153159826368e-07 -5.10586852424284e-07 -1.43276540626869e-05 8.1025740164342e-05 -4.50835681522433e-05 -0.00172807680618147 0.00937667218795443 -0.00353704868463841 -0.208046093676609 1.08350140136541 -0.208046093676609 -0.00353704868463841 0.00937667218795443 -0.00172807680618148 -4.50835681522432e-05 8.1025740164342e-05 -1.43276540626869e-05 -5.10586852424282e-07 6.99153159826368e-07 -1.18564339432432e-07 -5.41897368875499e-09 6.02440754701354e-09 -9.79158180401844e-10 -5.51898971224659e-11 5.18399493456968e-11 -8.06896367116162e-12 -5.46249272438523e-13 4.45488535214886e-13 -6.6341855000082e-14 -5.29407201751493e-15 3.82333145371624e-15 -5.44117045184133e-16 -5.04860293287367e-17 3.27710251807238e-17 -4.45062048078073e-18 -4.75335286374012e-19 2.73091876506031e-19
"24" -4.4116825714882e-17 -5.4402541622566e-16 3.82304772400035e-15 -5.29401908578585e-15 -6.63418537642364e-14 4.45488532762052e-13 -5.46249271999421e-13 -8.06896367114722e-12 5.18399493456756e-11 -5.51898971224624e-11 -9.79158180401842e-10 6.02440754701354e-09 -5.418973688755e-09 -1.18564339432432e-07 6.99153159826368e-07 -5.10586852424284e-07 -1.43276540626869e-05 8.1025740164342e-05 -4.50835681522433e-05 -0.00172807680618147 0.00937667218795443 -0.00353704868463841 -0.208046093676609 1.08350140136541 -0.208046093676609 -0.00353704868463841 0.00937667218795443 -0.00172807680618148 -4.50835681522432e-05 8.1025740164342e-05 -1.43276540626869e-05 -5.10586852424282e-07 6.99153159826368e-07 -1.18564339432432e-07 -5.41897368875499e-09 6.02440754701354e-09 -9.79158180401844e-10 -5.51898971224659e-11 5.18399493456968e-11 -8.06896367116162e-12 -5.46249272438492e-13 4.45488535214709e-13 -6.63418549999835e-14 -5.29407201373982e-15 3.82333143323223e-15 -5.44117037457461e-16 -5.04855748358812e-17 3.27686581945704e-17 -4.45016602075237e-18 -4.20713123632343e-19
